tid;kön;ålder;Åldersgrupp_5år;Befolkning;Inflyttade;Utflyttade;Döda;Födda_barn;Födda_Pojkar;Födda_Flickor;Kvinnor_TFR_fil;Inflyttade_Inrikes;Inflyttade_Utrikes;Utflyttade_Inrikes;Utflyttade_Utrikes;Färdigställda_bostäder
1968;Båda könen;0 år;0-4 år;1415.0;52.0;52.0;12.0;0.0;0.0;0.0;0.0;48.0;4.0;51.0;1.0;1746
1968;Båda könen;1 år;0-4 år;1568.0;119.0;114.0;1.0;0.0;0.0;0.0;0.0;117.0;2.0;108.0;6.0;1746
1968;Båda könen;2 år;0-4 år;1543.0;114.0;97.0;2.0;0.0;0.0;0.0;0.0;105.0;9.0;95.0;2.0;1746
1968;Båda könen;3 år;0-4 år;1654.0;96.0;76.0;1.0;0.0;0.0;0.0;0.0;94.0;2.0;71.0;5.0;1746
1968;Båda könen;4 år;0-4 år;1558.0;76.0;84.0;1.0;0.0;0.0;0.0;0.0;73.0;3.0;79.0;5.0;1746
1968;Båda könen;5 år;5-9 år;1408.0;85.0;74.0;1.0;0.0;0.0;0.0;0.0;85.0;0.0;69.0;5.0;1746
1968;Båda könen;6 år;5-9 år;1390.0;68.0;65.0;0.0;0.0;0.0;0.0;0.0;64.0;4.0;64.0;1.0;1746
1968;Båda könen;7 år;5-9 år;1339.0;50.0;47.0;2.0;0.0;0.0;0.0;0.0;47.0;3.0;43.0;4.0;1746
1968;Båda könen;8 år;5-9 år;1332.0;43.0;38.0;0.0;0.0;0.0;0.0;0.0;42.0;1.0;37.0;1.0;1746
1968;Båda könen;9 år;5-9 år;1334.0;39.0;24.0;1.0;0.0;0.0;0.0;0.0;38.0;1.0;23.0;1.0;1746
1968;Båda könen;10 år;10-14 år;1412.0;47.0;41.0;0.0;0.0;0.0;0.0;0.0;46.0;1.0;36.0;5.0;1746
1968;Båda könen;11 år;10-14 år;1292.0;43.0;33.0;0.0;0.0;0.0;0.0;0.0;42.0;1.0;31.0;2.0;1746
1968;Båda könen;12 år;10-14 år;1390.0;37.0;29.0;2.0;0.0;0.0;0.0;0.0;35.0;2.0;26.0;3.0;1746
1968;Båda könen;13 år;10-14 år;1416.0;34.0;25.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;24.0;1.0;1746
1968;Båda könen;14 år;10-14 år;1382.0;33.0;37.0;0.0;0.0;0.0;0.0;0.0;32.0;1.0;35.0;2.0;1746
1968;Båda könen;15 år;15-19 år;1383.0;37.0;29.0;0.0;0.0;0.0;0.0;0.0;35.0;2.0;28.0;1.0;1746
1968;Båda könen;16 år;15-19 år;1396.0;26.0;23.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;23.0;0.0;1746
1968;Båda könen;17 år;15-19 år;1433.0;42.0;38.0;1.0;0.0;0.0;0.0;0.0;42.0;0.0;37.0;1.0;1746
1968;Båda könen;18 år;15-19 år;1594.0;93.0;61.0;0.0;0.0;0.0;0.0;0.0;85.0;8.0;60.0;1.0;1746
1968;Båda könen;19 år;15-19 år;1701.0;130.0;92.0;0.0;0.0;0.0;0.0;0.0;113.0;17.0;90.0;2.0;1746
1968;Båda könen;20 år;20-24 år;1747.0;151.0;109.0;3.0;0.0;0.0;0.0;0.0;143.0;8.0;105.0;4.0;1746
1968;Båda könen;21 år;20-24 år;1712.0;162.0;152.0;1.0;0.0;0.0;0.0;0.0;150.0;12.0;148.0;4.0;1746
1968;Båda könen;22 år;20-24 år;1833.0;176.0;172.0;4.0;0.0;0.0;0.0;0.0;171.0;5.0;168.0;4.0;1746
1968;Båda könen;23 år;20-24 år;1827.0;222.0;199.0;1.0;0.0;0.0;0.0;0.0;216.0;6.0;193.0;6.0;1746
1968;Båda könen;24 år;20-24 år;1784.0;202.0;177.0;1.0;0.0;0.0;0.0;0.0;196.0;6.0;171.0;6.0;1746
1968;Båda könen;25 år;25-29 år;1694.0;203.0;164.0;1.0;0.0;0.0;0.0;0.0;194.0;9.0;156.0;8.0;1746
1968;Båda könen;26 år;25-29 år;1606.0;170.0;160.0;1.0;0.0;0.0;0.0;0.0;163.0;7.0;151.0;9.0;1746
1968;Båda könen;27 år;25-29 år;1341.0;135.0;102.0;2.0;0.0;0.0;0.0;0.0;127.0;8.0;95.0;7.0;1746
1968;Båda könen;28 år;25-29 år;1373.0;109.0;84.0;0.0;0.0;0.0;0.0;0.0;104.0;5.0;77.0;7.0;1746
1968;Båda könen;29 år;25-29 år;1390.0;106.0;87.0;2.0;0.0;0.0;0.0;0.0;97.0;9.0;77.0;10.0;1746
1968;Båda könen;30 år;30-34 år;1339.0;101.0;88.0;1.0;0.0;0.0;0.0;0.0;98.0;3.0;84.0;4.0;1746
1968;Båda könen;31 år;30-34 år;1267.0;82.0;67.0;1.0;0.0;0.0;0.0;0.0;80.0;2.0;62.0;5.0;1746
1968;Båda könen;32 år;30-34 år;1261.0;68.0;70.0;0.0;0.0;0.0;0.0;0.0;64.0;4.0;68.0;2.0;1746
1968;Båda könen;33 år;30-34 år;1237.0;55.0;48.0;2.0;0.0;0.0;0.0;0.0;54.0;1.0;47.0;1.0;1746
1968;Båda könen;34 år;30-34 år;1182.0;45.0;44.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;42.0;2.0;1746
1968;Båda könen;35 år;35-39 år;1198.0;47.0;46.0;4.0;0.0;0.0;0.0;0.0;46.0;1.0;44.0;2.0;1746
1968;Båda könen;36 år;35-39 år;1164.0;47.0;58.0;1.0;0.0;0.0;0.0;0.0;44.0;3.0;56.0;2.0;1746
1968;Båda könen;37 år;35-39 år;1226.0;45.0;29.0;4.0;0.0;0.0;0.0;0.0;44.0;1.0;27.0;2.0;1746
1968;Båda könen;38 år;35-39 år;1205.0;42.0;38.0;1.0;0.0;0.0;0.0;0.0;38.0;4.0;35.0;3.0;1746
1968;Båda könen;39 år;35-39 år;1209.0;37.0;29.0;2.0;0.0;0.0;0.0;0.0;37.0;0.0;28.0;1.0;1746
1968;Båda könen;40 år;40-44 år;1250.0;35.0;30.0;1.0;0.0;0.0;0.0;0.0;35.0;0.0;29.0;1.0;1746
1968;Båda könen;41 år;40-44 år;1330.0;32.0;35.0;2.0;0.0;0.0;0.0;0.0;31.0;1.0;30.0;5.0;1746
1968;Båda könen;42 år;40-44 år;1337.0;39.0;31.0;2.0;0.0;0.0;0.0;0.0;38.0;1.0;29.0;2.0;1746
1968;Båda könen;43 år;40-44 år;1416.0;24.0;30.0;5.0;0.0;0.0;0.0;0.0;24.0;0.0;28.0;2.0;1746
1968;Båda könen;44 år;40-44 år;1412.0;32.0;29.0;1.0;0.0;0.0;0.0;0.0;31.0;1.0;28.0;1.0;1746
1968;Båda könen;45 år;45-49 år;1403.0;39.0;27.0;5.0;0.0;0.0;0.0;0.0;38.0;1.0;25.0;2.0;1746
1968;Båda könen;46 år;45-49 år;1418.0;18.0;19.0;4.0;0.0;0.0;0.0;0.0;18.0;0.0;18.0;1.0;1746
1968;Båda könen;47 år;45-49 år;1491.0;35.0;22.0;6.0;0.0;0.0;0.0;0.0;33.0;2.0;21.0;1.0;1746
1968;Båda könen;48 år;45-49 år;1688.0;15.0;22.0;5.0;0.0;0.0;0.0;0.0;15.0;0.0;20.0;2.0;1746
1968;Båda könen;49 år;45-49 år;1345.0;15.0;11.0;6.0;0.0;0.0;0.0;0.0;14.0;1.0;11.0;0.0;1746
1968;Båda könen;50 år;50-54 år;1389.0;17.0;16.0;3.0;0.0;0.0;0.0;0.0;14.0;3.0;15.0;1.0;1746
1968;Båda könen;51 år;50-54 år;1298.0;20.0;14.0;4.0;0.0;0.0;0.0;0.0;19.0;1.0;13.0;1.0;1746
1968;Båda könen;52 år;50-54 år;1289.0;16.0;20.0;8.0;0.0;0.0;0.0;0.0;16.0;0.0;20.0;0.0;1746
1968;Båda könen;53 år;50-54 år;1266.0;24.0;15.0;6.0;0.0;0.0;0.0;0.0;23.0;1.0;13.0;2.0;1746
1968;Båda könen;54 år;50-54 år;1326.0;17.0;11.0;3.0;0.0;0.0;0.0;0.0;17.0;0.0;10.0;1.0;1746
1968;Båda könen;55 år;55-59 år;1277.0;10.0;11.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;11.0;0.0;1746
1968;Båda könen;56 år;55-59 år;1241.0;8.0;6.0;7.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;0.0;1746
1968;Båda könen;57 år;55-59 år;1224.0;8.0;13.0;8.0;0.0;0.0;0.0;0.0;7.0;1.0;13.0;0.0;1746
1968;Båda könen;58 år;55-59 år;1255.0;12.0;9.0;6.0;0.0;0.0;0.0;0.0;10.0;2.0;8.0;1.0;1746
1968;Båda könen;59 år;55-59 år;1218.0;9.0;8.0;13.0;0.0;0.0;0.0;0.0;8.0;1.0;8.0;0.0;1746
1968;Båda könen;60 år;60-64 år;1184.0;12.0;7.0;7.0;0.0;0.0;0.0;0.0;11.0;1.0;7.0;0.0;1746
1968;Båda könen;61 år;60-64 år;1191.0;8.0;4.0;9.0;0.0;0.0;0.0;0.0;8.0;0.0;4.0;0.0;1746
1968;Båda könen;62 år;60-64 år;1120.0;8.0;10.0;14.0;0.0;0.0;0.0;0.0;8.0;0.0;9.0;1.0;1746
1968;Båda könen;63 år;60-64 år;1000.0;7.0;6.0;9.0;0.0;0.0;0.0;0.0;7.0;0.0;6.0;0.0;1746
1968;Båda könen;64 år;60-64 år;977.0;9.0;10.0;18.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;1.0;1746
1968;Båda könen;65 år;65-69 år;948.0;12.0;9.0;18.0;0.0;0.0;0.0;0.0;12.0;0.0;8.0;1.0;1746
1968;Båda könen;66 år;65-69 år;921.0;10.0;12.0;12.0;0.0;0.0;0.0;0.0;10.0;0.0;12.0;0.0;1746
1968;Båda könen;67 år;65-69 år;846.0;7.0;13.0;22.0;0.0;0.0;0.0;0.0;7.0;0.0;13.0;0.0;1746
1968;Båda könen;68 år;65-69 år;853.0;12.0;9.0;20.0;0.0;0.0;0.0;0.0;11.0;1.0;9.0;0.0;1746
1968;Båda könen;69 år;65-69 år;709.0;6.0;3.0;12.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;0.0;1746
1968;Båda könen;70 år;70-74 år;731.0;5.0;5.0;22.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;1746
1968;Båda könen;71 år;70-74 år;690.0;4.0;3.0;31.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;1746
1968;Båda könen;72 år;70-74 år;648.0;3.0;3.0;20.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1746
1968;Båda könen;73 år;70-74 år;652.0;4.0;5.0;27.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;1746
1968;Båda könen;74 år;70-74 år;527.0;5.0;2.0;28.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;1746
1968;Båda könen;75 år;75-79 år;509.0;2.0;2.0;14.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1746
1968;Båda könen;76 år;75-79 år;492.0;1.0;6.0;38.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;1746
1968;Båda könen;77 år;75-79 år;459.0;7.0;1.0;26.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;1746
1968;Båda könen;78 år;75-79 år;382.0;0.0;1.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1746
1968;Båda könen;79 år;75-79 år;346.0;1.0;5.0;28.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;1746
1968;Båda könen;80 år;80-84 år;329.0;2.0;1.0;39.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1746
1968;Båda könen;81 år;80-84 år;304.0;1.0;2.0;31.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1746
1968;Båda könen;82 år;80-84 år;242.0;1.0;3.0;28.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1746
1968;Båda könen;83 år;80-84 år;210.0;0.0;1.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1746
1968;Båda könen;84 år;80-84 år;172.0;1.0;0.0;26.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1746
1968;Båda könen;85 år;85-89 år;119.0;2.0;3.0;28.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;1746
1968;Båda könen;86 år;85-89 år;120.0;1.0;1.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1746
1968;Båda könen;87 år;85-89 år;91.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;88 år;85-89 år;56.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;89 år;85-89 år;70.0;1.0;1.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1746
1968;Båda könen;90 år;90-94 år;36.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;91 år;90-94 år;32.0;2.0;0.0;13.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1746
1968;Båda könen;92 år;90-94 år;24.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;93 år;90-94 år;25.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;94 år;90-94 år;11.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;95 år;95-99 år;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;96 år;95-99 år;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;97 år;95-99 år;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;98 år;95-99 år;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;99 år;95-99 år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;100 år;100+ år;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;100-w år;100+ år;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;101 år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;102 år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;103 år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;104 år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;105 år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;106+ år;100+ år;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1746
1968;Båda könen;Totalt;Totalt;101449.0;4028.0;3509.0;861.0;0.0;0.0;0.0;0.0;3852.0;176.0;3345.0;164.0;1746
1968;Kvinnor;0 år;0-4 år;680.0;23.0;26.0;2.0;0.0;0.0;0.0;0.0;48.0;4.0;51.0;1.0;1746
1968;Kvinnor;1 år;0-4 år;763.0;53.0;50.0;0.0;0.0;0.0;0.0;0.0;117.0;2.0;108.0;6.0;1746
1968;Kvinnor;2 år;0-4 år;769.0;51.0;45.0;0.0;0.0;0.0;0.0;0.0;105.0;9.0;95.0;2.0;1746
1968;Kvinnor;3 år;0-4 år;825.0;53.0;37.0;0.0;0.0;0.0;0.0;0.0;94.0;2.0;71.0;5.0;1746
1968;Kvinnor;4 år;0-4 år;750.0;40.0;43.0;0.0;0.0;0.0;0.0;0.0;73.0;3.0;79.0;5.0;1746
1968;Kvinnor;5 år;5-9 år;681.0;39.0;35.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;69.0;5.0;1746
1968;Kvinnor;6 år;5-9 år;698.0;31.0;26.0;0.0;0.0;0.0;0.0;0.0;64.0;4.0;64.0;1.0;1746
1968;Kvinnor;7 år;5-9 år;641.0;29.0;18.0;2.0;0.0;0.0;0.0;0.0;47.0;3.0;43.0;4.0;1746
1968;Kvinnor;8 år;5-9 år;659.0;25.0;18.0;0.0;0.0;0.0;0.0;0.0;42.0;1.0;37.0;1.0;1746
1968;Kvinnor;9 år;5-9 år;628.0;20.0;13.0;0.0;0.0;0.0;0.0;0.0;38.0;1.0;23.0;1.0;1746
1968;Kvinnor;10 år;10-14 år;675.0;25.0;22.0;0.0;0.0;0.0;0.0;0.0;46.0;1.0;36.0;5.0;1746
1968;Kvinnor;11 år;10-14 år;653.0;25.0;21.0;0.0;0.0;0.0;0.0;0.0;42.0;1.0;31.0;2.0;1746
1968;Kvinnor;12 år;10-14 år;665.0;17.0;13.0;1.0;0.0;0.0;0.0;0.0;35.0;2.0;26.0;3.0;1746
1968;Kvinnor;13 år;10-14 år;661.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;24.0;1.0;1746
1968;Kvinnor;14 år;10-14 år;694.0;19.0;20.0;0.0;0.0;0.0;0.0;0.0;32.0;1.0;35.0;2.0;1746
1968;Kvinnor;15 år;15-19 år;716.0;19.0;15.0;0.0;1.0;0.0;1.0;716.0;35.0;2.0;28.0;1.0;1746
1968;Kvinnor;16 år;15-19 år;722.0;15.0;15.0;0.0;7.0;6.0;1.0;722.0;26.0;0.0;23.0;0.0;1746
1968;Kvinnor;17 år;15-19 år;730.0;32.0;26.0;0.0;9.0;4.0;5.0;730.0;42.0;0.0;37.0;1.0;1746
1968;Kvinnor;18 år;15-19 år;796.0;59.0;44.0;0.0;23.0;14.0;9.0;796.0;85.0;8.0;60.0;1.0;1746
1968;Kvinnor;19 år;15-19 år;865.0;91.0;53.0;0.0;52.0;29.0;23.0;865.0;113.0;17.0;90.0;2.0;1746
1968;Kvinnor;20 år;20-24 år;897.0;109.0;76.0;1.0;70.0;38.0;32.0;897.0;143.0;8.0;105.0;4.0;1746
1968;Kvinnor;21 år;20-24 år;882.0;107.0;94.0;1.0;72.0;33.0;39.0;882.0;150.0;12.0;148.0;4.0;1746
1968;Kvinnor;22 år;20-24 år;891.0;97.0;108.0;1.0;98.0;48.0;50.0;891.0;171.0;5.0;168.0;4.0;1746
1968;Kvinnor;23 år;20-24 år;917.0;135.0;126.0;0.0;126.0;67.0;59.0;917.0;216.0;6.0;193.0;6.0;1746
1968;Kvinnor;24 år;20-24 år;856.0;103.0;101.0;1.0;110.0;61.0;49.0;856.0;196.0;6.0;171.0;6.0;1746
1968;Kvinnor;25 år;25-29 år;864.0;98.0;86.0;0.0;122.0;60.0;62.0;864.0;194.0;9.0;156.0;8.0;1746
1968;Kvinnor;26 år;25-29 år;807.0;86.0;79.0;0.0;118.0;54.0;64.0;807.0;163.0;7.0;151.0;9.0;1746
1968;Kvinnor;27 år;25-29 år;684.0;55.0;54.0;1.0;100.0;56.0;44.0;684.0;127.0;8.0;95.0;7.0;1746
1968;Kvinnor;28 år;25-29 år;668.0;51.0;37.0;0.0;100.0;53.0;47.0;668.0;104.0;5.0;77.0;7.0;1746
1968;Kvinnor;29 år;25-29 år;693.0;53.0;36.0;0.0;79.0;40.0;39.0;693.0;97.0;9.0;77.0;10.0;1746
1968;Kvinnor;30 år;30-34 år;712.0;48.0;42.0;0.0;73.0;38.0;35.0;712.0;98.0;3.0;84.0;4.0;1746
1968;Kvinnor;31 år;30-34 år;615.0;31.0;26.0;0.0;61.0;32.0;29.0;615.0;80.0;2.0;62.0;5.0;1746
1968;Kvinnor;32 år;30-34 år;611.0;38.0;32.0;0.0;51.0;24.0;27.0;611.0;64.0;4.0;68.0;2.0;1746
1968;Kvinnor;33 år;30-34 år;631.0;32.0;23.0;1.0;42.0;26.0;16.0;631.0;54.0;1.0;47.0;1.0;1746
1968;Kvinnor;34 år;30-34 år;578.0;20.0;20.0;0.0;27.0;14.0;13.0;578.0;45.0;0.0;42.0;2.0;1746
1968;Kvinnor;35 år;35-39 år;587.0;26.0;25.0;2.0;33.0;17.0;16.0;587.0;46.0;1.0;44.0;2.0;1746
1968;Kvinnor;36 år;35-39 år;591.0;21.0;25.0;0.0;16.0;9.0;7.0;591.0;44.0;3.0;56.0;2.0;1746
1968;Kvinnor;37 år;35-39 år;645.0;23.0;11.0;1.0;16.0;9.0;7.0;645.0;44.0;1.0;27.0;2.0;1746
1968;Kvinnor;38 år;35-39 år;583.0;21.0;9.0;1.0;14.0;7.0;7.0;583.0;38.0;4.0;35.0;3.0;1746
1968;Kvinnor;39 år;35-39 år;611.0;11.0;15.0;0.0;11.0;6.0;5.0;611.0;37.0;0.0;28.0;1.0;1746
1968;Kvinnor;40 år;40-44 år;654.0;14.0;17.0;0.0;5.0;3.0;2.0;654.0;35.0;0.0;29.0;1.0;1746
1968;Kvinnor;41 år;40-44 år;668.0;18.0;14.0;1.0;9.0;4.0;5.0;668.0;31.0;1.0;30.0;5.0;1746
1968;Kvinnor;42 år;40-44 år;654.0;17.0;16.0;1.0;2.0;1.0;1.0;654.0;38.0;1.0;29.0;2.0;1746
1968;Kvinnor;43 år;40-44 år;738.0;8.0;11.0;2.0;5.0;1.0;4.0;738.0;24.0;0.0;28.0;2.0;1746
1968;Kvinnor;44 år;40-44 år;745.0;13.0;17.0;0.0;2.0;1.0;1.0;745.0;31.0;1.0;28.0;1.0;1746
1968;Kvinnor;45 år;45-49 år;667.0;21.0;11.0;1.0;0.0;0.0;0.0;667.0;38.0;1.0;25.0;2.0;1746
1968;Kvinnor;46 år;45-49 år;726.0;12.0;5.0;2.0;0.0;0.0;0.0;726.0;18.0;0.0;18.0;1.0;1746
1968;Kvinnor;47 år;45-49 år;766.0;18.0;8.0;4.0;0.0;0.0;0.0;766.0;33.0;2.0;21.0;1.0;1746
1968;Kvinnor;48 år;45-49 år;856.0;8.0;10.0;3.0;0.0;0.0;0.0;856.0;15.0;0.0;20.0;2.0;1746
1968;Kvinnor;49 år;45-49 år;654.0;4.0;6.0;1.0;0.0;0.0;0.0;654.0;14.0;1.0;11.0;0.0;1746
1968;Kvinnor;50 år;50-54 år;685.0;11.0;9.0;1.0;0.0;0.0;0.0;0.0;14.0;3.0;15.0;1.0;1746
1968;Kvinnor;51 år;50-54 år;648.0;11.0;5.0;1.0;0.0;0.0;0.0;0.0;19.0;1.0;13.0;1.0;1746
1968;Kvinnor;52 år;50-54 år;639.0;5.0;9.0;2.0;0.0;0.0;0.0;0.0;16.0;0.0;20.0;0.0;1746
1968;Kvinnor;53 år;50-54 år;599.0;15.0;8.0;4.0;0.0;0.0;0.0;0.0;23.0;1.0;13.0;2.0;1746
1968;Kvinnor;54 år;50-54 år;703.0;10.0;6.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;10.0;1.0;1746
1968;Kvinnor;55 år;55-59 år;688.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;10.0;0.0;11.0;0.0;1746
1968;Kvinnor;56 år;55-59 år;630.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;0.0;1746
1968;Kvinnor;57 år;55-59 år;565.0;3.0;8.0;4.0;0.0;0.0;0.0;0.0;7.0;1.0;13.0;0.0;1746
1968;Kvinnor;58 år;55-59 år;605.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;10.0;2.0;8.0;1.0;1746
1968;Kvinnor;59 år;55-59 år;632.0;5.0;4.0;5.0;0.0;0.0;0.0;0.0;8.0;1.0;8.0;0.0;1746
1968;Kvinnor;60 år;60-64 år;599.0;7.0;4.0;2.0;0.0;0.0;0.0;0.0;11.0;1.0;7.0;0.0;1746
1968;Kvinnor;61 år;60-64 år;622.0;5.0;3.0;3.0;0.0;0.0;0.0;0.0;8.0;0.0;4.0;0.0;1746
1968;Kvinnor;62 år;60-64 år;564.0;6.0;5.0;7.0;0.0;0.0;0.0;0.0;8.0;0.0;9.0;1.0;1746
1968;Kvinnor;63 år;60-64 år;489.0;5.0;3.0;4.0;0.0;0.0;0.0;0.0;7.0;0.0;6.0;0.0;1746
1968;Kvinnor;64 år;60-64 år;511.0;6.0;4.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;1.0;1746
1968;Kvinnor;65 år;65-69 år;537.0;4.0;5.0;8.0;0.0;0.0;0.0;0.0;12.0;0.0;8.0;1.0;1746
1968;Kvinnor;66 år;65-69 år;476.0;7.0;8.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;12.0;0.0;1746
1968;Kvinnor;67 år;65-69 år;456.0;3.0;7.0;11.0;0.0;0.0;0.0;0.0;7.0;0.0;13.0;0.0;1746
1968;Kvinnor;68 år;65-69 år;471.0;8.0;3.0;7.0;0.0;0.0;0.0;0.0;11.0;1.0;9.0;0.0;1746
1968;Kvinnor;69 år;65-69 år;385.0;3.0;2.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;0.0;1746
1968;Kvinnor;70 år;70-74 år;386.0;3.0;2.0;11.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;1746
1968;Kvinnor;71 år;70-74 år;390.0;3.0;2.0;10.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;1746
1968;Kvinnor;72 år;70-74 år;363.0;2.0;3.0;6.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1746
1968;Kvinnor;73 år;70-74 år;366.0;2.0;1.0;14.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;1746
1968;Kvinnor;74 år;70-74 år;288.0;2.0;0.0;17.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;1746
1968;Kvinnor;75 år;75-79 år;295.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1746
1968;Kvinnor;76 år;75-79 år;285.0;1.0;2.0;16.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;1746
1968;Kvinnor;77 år;75-79 år;262.0;2.0;1.0;14.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;1746
1968;Kvinnor;78 år;75-79 år;242.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1746
1968;Kvinnor;79 år;75-79 år;184.0;0.0;4.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;1746
1968;Kvinnor;80 år;80-84 år;197.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1746
1968;Kvinnor;81 år;80-84 år;185.0;1.0;2.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1746
1968;Kvinnor;82 år;80-84 år;139.0;1.0;1.0;17.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1746
1968;Kvinnor;83 år;80-84 år;136.0;0.0;1.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1746
1968;Kvinnor;84 år;80-84 år;110.0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1746
1968;Kvinnor;85 år;85-89 år;74.0;2.0;2.0;16.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;1746
