Kommun;År;Indikator;Värde
Länet exkl Linköping;2017;KIBS (beräkning Sysselsatta);5.702479338842975
Länet exkl Linköping;2018;KIBS (beräkning Sysselsatta);6.061261706796899
Länet exkl Linköping;2019;KIBS (beräkning Sysselsatta);5.761235247896374
Länet exkl Linköping;2020;KIBS (beräkning Sysselsatta);5.806411741985324
Länet exkl Linköping;2021;KIBS (beräkning Sysselsatta);6.018845255816415
Länet exkl Linköping;2022;KIBS (beräkning Sysselsatta);5.835049247351795
Länet exkl Linköping;2023;KIBS (beräkning Sysselsatta);5.943306477985552
Länet exkl Linköping;2024;KIBS (beräkning Sysselsatta);6.119522980034839
Länet exkl Linköping;2025;KIBS (beräkning Sysselsatta);6.119522980034839
Länet exkl Norrköping;2008;KIBS (beräkning Sysselsatta);7.170391696340632
Länet exkl Norrköping;2009;KIBS (beräkning Sysselsatta);7.123132181674001
Länet exkl Norrköping;2010;KIBS (beräkning Sysselsatta);7.160395554603068
Länet exkl Norrköping;2011;KIBS (beräkning Sysselsatta);7.264492753623189
Länet exkl Norrköping;2012;KIBS (beräkning Sysselsatta);7.370178808925668
Länet exkl Norrköping;2013;KIBS (beräkning Sysselsatta);7.466995375705679
Länet exkl Norrköping;2014;KIBS (beräkning Sysselsatta);7.631288860710246
Länet exkl Norrköping;2015;KIBS (beräkning Sysselsatta);7.638830734729505
Länet exkl Norrköping;2016;KIBS (beräkning Sysselsatta);8.526101657259103
Länet exkl Norrköping;2017;KIBS (beräkning Sysselsatta);8.454608264982932
Länet exkl Norrköping;2018;KIBS (beräkning Sysselsatta);8.634349329874622
Länet exkl Norrköping;2019;KIBS (beräkning Sysselsatta);8.440570647890286
Länet exkl Norrköping;2020;KIBS (beräkning Sysselsatta);8.593540507891841
Länet exkl Norrköping;2021;KIBS (beräkning Sysselsatta);9.73909991420326
Länet exkl Norrköping;2022;KIBS (beräkning Sysselsatta);9.84269348446972
Länet exkl Norrköping;2023;KIBS (beräkning Sysselsatta);10.206831418227608
Länet exkl Norrköping;2024;KIBS (beräkning Sysselsatta);10.167122109205
Länet exkl Norrköping;2025;KIBS (beräkning Sysselsatta);10.167122109205
Malmö;2008;KIBS (beräkning Sysselsatta);12.40358085710316
Malmö;2009;KIBS (beräkning Sysselsatta);12.310935936776094
Malmö;2010;KIBS (beräkning Sysselsatta);12.19688434792743
Malmö;2011;KIBS (beräkning Sysselsatta);12.394715059300776
Malmö;2012;KIBS (beräkning Sysselsatta);12.468791105154741
Malmö;2013;KIBS (beräkning Sysselsatta);12.16207093365083
Malmö;2014;KIBS (beräkning Sysselsatta);12.013190935769822
Malmö;2015;KIBS (beräkning Sysselsatta);12.13009199967101
Malmö;2016;KIBS (beräkning Sysselsatta);12.562404135658694
Malmö;2017;KIBS (beräkning Sysselsatta);12.769964426921002
Malmö;2018;KIBS (beräkning Sysselsatta);13.11892489947918
Malmö;2019;KIBS (beräkning Sysselsatta);13.545779752406578
Malmö;2020;KIBS (beräkning Sysselsatta);13.857927745270034
Malmö;2021;KIBS (beräkning Sysselsatta);14.242098062491198
Malmö;2022;KIBS (beräkning Sysselsatta);14.508245977164986
Malmö;2023;KIBS (beräkning Sysselsatta);14.404477400462854
Malmö;2024;KIBS (beräkning Sysselsatta);14.789721289918301
Malmö;2025;KIBS (beräkning Sysselsatta);14.789721289918301
Norrköping;2008;KIBS (beräkning Sysselsatta);7.147276164289397
Norrköping;2009;KIBS (beräkning Sysselsatta);7.355347078673523
Norrköping;2010;KIBS (beräkning Sysselsatta);7.276352111236071
Norrköping;2011;KIBS (beräkning Sysselsatta);7.565162322511831
Norrköping;2012;KIBS (beräkning Sysselsatta);7.908581997126675
Norrköping;2013;KIBS (beräkning Sysselsatta);7.811716434921359
Norrköping;2014;KIBS (beräkning Sysselsatta);7.9313827707545945
Norrköping;2015;KIBS (beräkning Sysselsatta);7.675256831642294
Norrköping;2016;KIBS (beräkning Sysselsatta);7.636620844481349
Norrköping;2017;KIBS (beräkning Sysselsatta);7.6664915572232655
Norrköping;2018;KIBS (beräkning Sysselsatta);8.239896082425533
Norrköping;2019;KIBS (beräkning Sysselsatta);7.978142076502734
Norrköping;2020;KIBS (beräkning Sysselsatta);7.904361703685267
Norrköping;2021;KIBS (beräkning Sysselsatta);8.039744742815538
Norrköping;2022;KIBS (beräkning Sysselsatta);7.960134936521046
Norrköping;2023;KIBS (beräkning Sysselsatta);7.809563817125255
Norrköping;2024;KIBS (beräkning Sysselsatta);7.939595525802423
Norrköping;2025;KIBS (beräkning Sysselsatta);7.939595525802423
Riket;2008;KIBS (beräkning Sysselsatta);8.105443668848226
Riket;2009;KIBS (beräkning Sysselsatta);8.152752921630661
Riket;2010;KIBS (beräkning Sysselsatta);8.15194685752791
Riket;2011;KIBS (beräkning Sysselsatta);8.278635475852273
Riket;2012;KIBS (beräkning Sysselsatta);8.356588943623427
Riket;2013;KIBS (beräkning Sysselsatta);8.382817766849362
Riket;2014;KIBS (beräkning Sysselsatta);8.424844974968336
Riket;2015;KIBS (beräkning Sysselsatta);8.471821634187558
Riket;2016;KIBS (beräkning Sysselsatta);8.798914737512492
Riket;2017;KIBS (beräkning Sysselsatta);8.943502940959243
Riket;2018;KIBS (beräkning Sysselsatta);9.084761839442677
Riket;2019;KIBS (beräkning Sysselsatta);9.179236830532316
Riket;2020;KIBS (beräkning Sysselsatta);9.242203336157136
Riket;2021;KIBS (beräkning Sysselsatta);9.542114412523542
Riket;2022;KIBS (beräkning Sysselsatta);9.782738009100092
Riket;2023;KIBS (beräkning Sysselsatta);9.827273396514961
Riket;2024;KIBS (beräkning Sysselsatta);9.816022455053965
Riket;2025;KIBS (beräkning Sysselsatta);9.816022455053965
Sex till tolv;2008;KIBS (beräkning Sysselsatta);7.796012380335419
Sex till tolv;2009;KIBS (beräkning Sysselsatta);8.059306156728471
Sex till tolv;2010;KIBS (beräkning Sysselsatta);8.193663279505662
Sex till tolv;2011;KIBS (beräkning Sysselsatta);8.079295289027263
Sex till tolv;2012;KIBS (beräkning Sysselsatta);8.155597174957382
Sex till tolv;2013;KIBS (beräkning Sysselsatta);8.104273573400365
Sex till tolv;2014;KIBS (beräkning Sysselsatta);8.140034246358422
Sex till tolv;2015;KIBS (beräkning Sysselsatta);8.101937053557503
Sex till tolv;2016;KIBS (beräkning Sysselsatta);8.052938820242654
Sex till tolv;2017;KIBS (beräkning Sysselsatta);8.272040221985842
Sex till tolv;2018;KIBS (beräkning Sysselsatta);8.547724147066502
Sex till tolv;2019;KIBS (beräkning Sysselsatta);8.539476559160216
Sex till tolv;2020;KIBS (beräkning Sysselsatta);8.539319382664708
Sex till tolv;2021;KIBS (beräkning Sysselsatta);8.771244296096784
Sex till tolv;2022;KIBS (beräkning Sysselsatta);8.896667229174946
Sex till tolv;2023;KIBS (beräkning Sysselsatta);8.849368914532999
Sex till tolv;2024;KIBS (beräkning Sysselsatta);8.75945146758221
Sex till tolv;2025;KIBS (beräkning Sysselsatta);8.75945146758221
Sex till tolv minus tio;2008;KIBS (beräkning Sysselsatta);7.893712505111469
Sex till tolv minus tio;2009;KIBS (beräkning Sysselsatta);8.16504826026841
Sex till tolv minus tio;2010;KIBS (beräkning Sysselsatta);8.332303191379772
Sex till tolv minus tio;2011;KIBS (beräkning Sysselsatta);8.156929852154768
Sex till tolv minus tio;2012;KIBS (beräkning Sysselsatta);8.192674922416444
Sex till tolv minus tio;2013;KIBS (beräkning Sysselsatta);8.148267849753811
Sex till tolv minus tio;2014;KIBS (beräkning Sysselsatta);8.171102965969101
Sex till tolv minus tio;2015;KIBS (beräkning Sysselsatta);8.166238340679483
Sex till tolv minus tio;2016;KIBS (beräkning Sysselsatta);8.116378734661266
Sex till tolv minus tio;2017;KIBS (beräkning Sysselsatta);8.364703747683107
Sex till tolv minus tio;2018;KIBS (beräkning Sysselsatta);8.594524236983842
Sex till tolv minus tio;2019;KIBS (beräkning Sysselsatta);8.624156524553172
Sex till tolv minus tio;2020;KIBS (beräkning Sysselsatta);8.634948356310586
Sex till tolv minus tio;2021;KIBS (beräkning Sysselsatta);8.88135782624019
Sex till tolv minus tio;2022;KIBS (beräkning Sysselsatta);9.036154625548825
Sex till tolv minus tio;2023;KIBS (beräkning Sysselsatta);9.003052660989063
Sex till tolv minus tio;2024;KIBS (beräkning Sysselsatta);8.88039153171879
Sex till tolv minus tio;2025;KIBS (beräkning Sysselsatta);8.88039153171879
Stockholm;2008;KIBS (beräkning Sysselsatta);18.33555700878542
Stockholm;2009;KIBS (beräkning Sysselsatta);18.20521526193295
Stockholm;2010;KIBS (beräkning Sysselsatta);18.162212019071
Stockholm;2011;KIBS (beräkning Sysselsatta);18.515440311594215
Stockholm;2012;KIBS (beräkning Sysselsatta);18.438710444423382
Stockholm;2013;KIBS (beräkning Sysselsatta);18.657706084732244
Stockholm;2014;KIBS (beräkning Sysselsatta);18.888695873362515
Stockholm;2015;KIBS (beräkning Sysselsatta);18.862316287383315
Stockholm;2016;KIBS (beräkning Sysselsatta);20.10637431739692
Stockholm;2017;KIBS (beräkning Sysselsatta);20.467213317089676
Stockholm;2018;KIBS (beräkning Sysselsatta);20.73794438400929
Stockholm;2019;KIBS (beräkning Sysselsatta);20.952860684408286
Stockholm;2020;KIBS (beräkning Sysselsatta);21.51678621246551
Stockholm;2021;KIBS (beräkning Sysselsatta);21.933756265115136
Stockholm;2022;KIBS (beräkning Sysselsatta);21.947623583414714
Stockholm;2023;KIBS (beräkning Sysselsatta);21.85145604417569
Stockholm;2024;KIBS (beräkning Sysselsatta);21.642090785148234
Stockholm;2025;KIBS (beräkning Sysselsatta);21.642090785148234
Tolv största;2008;KIBS (beräkning Sysselsatta);12.916642150373136
Tolv största;2009;KIBS (beräkning Sysselsatta);12.938361614191397
Tolv största;2010;KIBS (beräkning Sysselsatta);12.825482590044828
Tolv största;2011;KIBS (beräkning Sysselsatta);13.006042011523618
Tolv största;2012;KIBS (beräkning Sysselsatta);13.053870895820335
Tolv största;2013;KIBS (beräkning Sysselsatta);13.107854023999051
Tolv största;2014;KIBS (beräkning Sysselsatta);13.23670436701454
Tolv största;2015;KIBS (beräkning Sysselsatta);13.2697875524064
Tolv största;2016;KIBS (beräkning Sysselsatta);13.923489878490702
Tolv största;2017;KIBS (beräkning Sysselsatta);14.15479787681213
Tolv största;2018;KIBS (beräkning Sysselsatta);14.417609290660604
Tolv största;2019;KIBS (beräkning Sysselsatta);14.574645734050653
Tolv största;2020;KIBS (beräkning Sysselsatta);14.75696709649437
Tolv största;2021;KIBS (beräkning Sysselsatta);15.194940775142987
Tolv största;2022;KIBS (beräkning Sysselsatta);15.40225067702368
Tolv största;2023;KIBS (beräkning Sysselsatta);15.330835479803742
Tolv största;2024;KIBS (beräkning Sysselsatta);15.250488835848405
Tolv största;2025;KIBS (beräkning Sysselsatta);15.250488835848405
Tolv största minus fem;2008;KIBS (beräkning Sysselsatta);13.024527493722571
Tolv största minus fem;2009;KIBS (beräkning Sysselsatta);13.055532899600477
Tolv största minus fem;2010;KIBS (beräkning Sysselsatta);12.939459317439425
Tolv största minus fem;2011;KIBS (beräkning Sysselsatta);13.125192373513645
Tolv största minus fem;2012;KIBS (beräkning Sysselsatta);13.167565144946265
Tolv största minus fem;2013;KIBS (beräkning Sysselsatta);13.218856847486402
Tolv största minus fem;2014;KIBS (beräkning Sysselsatta);13.345560672749857
Tolv största minus fem;2015;KIBS (beräkning Sysselsatta);13.38453421956414
Tolv största minus fem;2016;KIBS (beräkning Sysselsatta);13.99061258123889
Tolv största minus fem;2017;KIBS (beräkning Sysselsatta);14.25379689308905
Tolv största minus fem;2018;KIBS (beräkning Sysselsatta);14.521207090781674
Tolv största minus fem;2019;KIBS (beräkning Sysselsatta);14.69708701852401
Tolv största minus fem;2020;KIBS (beräkning Sysselsatta);14.884364594151844
Tolv största minus fem;2021;KIBS (beräkning Sysselsatta);15.260191328937406
Tolv största minus fem;2022;KIBS (beräkning Sysselsatta);15.461134321899536
Tolv största minus fem;2023;KIBS (beräkning Sysselsatta);15.374111067939749
Tolv största minus fem;2024;KIBS (beräkning Sysselsatta);15.29889669849765
Tolv största minus fem;2025;KIBS (beräkning Sysselsatta);15.29889669849765
Tre största;2008;KIBS (beräkning Sysselsatta);15.485765408949687
Tre största;2009;KIBS (beräkning Sysselsatta);15.383456044146227
Tre största;2010;KIBS (beräkning Sysselsatta);15.323941182324077
Tre största;2011;KIBS (beräkning Sysselsatta);15.63321665845253
Tre största;2012;KIBS (beräkning Sysselsatta);15.668427749376319
Tre största;2013;KIBS (beräkning Sysselsatta);15.757820592685675
Tre största;2014;KIBS (beräkning Sysselsatta);15.907071816085299
Tre största;2015;KIBS (beräkning Sysselsatta);15.93994875558474
Tre största;2016;KIBS (beräkning Sysselsatta);16.857843559433856
Tre största;2017;KIBS (beräkning Sysselsatta);17.132039715246098
Tre största;2018;KIBS (beräkning Sysselsatta);17.43216156390358
Tre största;2019;KIBS (beräkning Sysselsatta);17.73302843423073
Tre största;2020;KIBS (beräkning Sysselsatta);18.061792974742705
Tre största;2021;KIBS (beräkning Sysselsatta);18.492376234000524
Tre största;2022;KIBS (beräkning Sysselsatta);18.649495094278524
Tre största;2023;KIBS (beräkning Sysselsatta);18.532422705395852
Tre största;2024;KIBS (beräkning Sysselsatta);18.478595197809593
Tre största;2025;KIBS (beräkning Sysselsatta);18.478595197809593
Umeå;2008;KIBS (beräkning Sysselsatta);6.6609386008626466
Umeå;2009;KIBS (beräkning Sysselsatta);6.792666926704727
Umeå;2010;KIBS (beräkning Sysselsatta);7.048894062863795
Umeå;2011;KIBS (beräkning Sysselsatta);7.127382146439319
Umeå;2012;KIBS (beräkning Sysselsatta);7.179227400483692
Umeå;2013;KIBS (beräkning Sysselsatta);7.284691682983982
Umeå;2014;KIBS (beräkning Sysselsatta);7.088019598797348
Umeå;2015;KIBS (beräkning Sysselsatta);7.146252971349931
Umeå;2016;KIBS (beräkning Sysselsatta);7.2324519746315765
Umeå;2017;KIBS (beräkning Sysselsatta);7.429698914042143
Umeå;2018;KIBS (beräkning Sysselsatta);7.858525270731456
Umeå;2019;KIBS (beräkning Sysselsatta);7.929125138427465
Umeå;2020;KIBS (beräkning Sysselsatta);7.98654282161925
Umeå;2021;KIBS (beräkning Sysselsatta);8.128342245989305
Umeå;2022;KIBS (beräkning Sysselsatta);8.364899512033745
Umeå;2023;KIBS (beräkning Sysselsatta);8.3626264413979
Umeå;2024;KIBS (beräkning Sysselsatta);8.09439415421529
Umeå;2025;KIBS (beräkning Sysselsatta);8.09439415421529
Uppsala;2008;KIBS (beräkning Sysselsatta);10.763432634326344
Uppsala;2009;KIBS (beräkning Sysselsatta);10.912831003523129
Uppsala;2010;KIBS (beräkning Sysselsatta);8.874613580057442
Uppsala;2011;KIBS (beräkning Sysselsatta);9.026378692163222
Uppsala;2012;KIBS (beräkning Sysselsatta);8.772624141396351
Uppsala;2013;KIBS (beräkning Sysselsatta);8.76442454462196
Uppsala;2014;KIBS (beräkning Sysselsatta);8.948147253344608
Uppsala;2015;KIBS (beräkning Sysselsatta);9.09157033891641
Uppsala;2016;KIBS (beräkning Sysselsatta);9.128178664602506
Uppsala;2017;KIBS (beräkning Sysselsatta);9.374888724383181
Uppsala;2018;KIBS (beräkning Sysselsatta);9.424547357935417
Uppsala;2019;KIBS (beräkning Sysselsatta);9.268171757414786
Uppsala;2020;KIBS (beräkning Sysselsatta);9.39941743222048
Uppsala;2021;KIBS (beräkning Sysselsatta);9.35358099208876
Uppsala;2022;KIBS (beräkning Sysselsatta);9.713823767178658
Uppsala;2023;KIBS (beräkning Sysselsatta);9.72625750196254
Uppsala;2024;KIBS (beräkning Sysselsatta);9.69528574306628
Uppsala;2025;KIBS (beräkning Sysselsatta);9.69528574306628
Västerås;2008;KIBS (beräkning Sysselsatta);7.7302428800394525
Västerås;2009;KIBS (beräkning Sysselsatta);7.816920244819611
Västerås;2010;KIBS (beräkning Sysselsatta);7.987942269045735
Västerås;2011;KIBS (beräkning Sysselsatta);8.063079011034402
Västerås;2012;KIBS (beräkning Sysselsatta);8.068863577080254
Västerås;2013;KIBS (beräkning Sysselsatta);8.060391923147872
Västerås;2014;KIBS (beräkning Sysselsatta);8.024209015869408
Västerås;2015;KIBS (beräkning Sysselsatta);7.872576410630799
Västerås;2016;KIBS (beräkning Sysselsatta);7.989582317795017
Västerås;2017;KIBS (beräkning Sysselsatta);8.525362021296981
Västerås;2018;KIBS (beräkning Sysselsatta);8.672575865259544
Västerås;2019;KIBS (beräkning Sysselsatta);8.745711919876976
Västerås;2020;KIBS (beräkning Sysselsatta);8.550138555574707
Västerås;2021;KIBS (beräkning Sysselsatta);8.518561321057565
Västerås;2022;KIBS (beräkning Sysselsatta);8.651350881980798
Västerås;2023;KIBS (beräkning Sysselsatta);8.664630692313377
Västerås;2024;KIBS (beräkning Sysselsatta);8.671745287625745
Västerås;2025;KIBS (beräkning Sysselsatta);8.671745287625745
Örebro;2008;KIBS (beräkning Sysselsatta);7.081190542095832
Örebro;2009;KIBS (beräkning Sysselsatta);6.840603220379718
Örebro;2010;KIBS (beräkning Sysselsatta);6.944395975106148
Örebro;2011;KIBS (beräkning Sysselsatta);7.098632313716588
Örebro;2012;KIBS (beräkning Sysselsatta);7.201701960894089
Örebro;2013;KIBS (beräkning Sysselsatta);6.950851581508516
Örebro;2014;KIBS (beräkning Sysselsatta);7.19160249610844
Örebro;2015;KIBS (beräkning Sysselsatta);7.254389040209272
Örebro;2016;KIBS (beräkning Sysselsatta);7.255196792233829
Örebro;2017;KIBS (beräkning Sysselsatta);7.417213470523657
Örebro;2018;KIBS (beräkning Sysselsatta);7.669513683109639
Örebro;2019;KIBS (beräkning Sysselsatta);7.577373572004671
Örebro;2020;KIBS (beräkning Sysselsatta);7.46420033324479
Örebro;2021;KIBS (beräkning Sysselsatta);7.639316980557151
Örebro;2022;KIBS (beräkning Sysselsatta);7.842186717647594
Örebro;2023;KIBS (beräkning Sysselsatta);7.939280047711749
Örebro;2024;KIBS (beräkning Sysselsatta);7.718318773097657
Örebro;2025;KIBS (beräkning Sysselsatta);7.718318773097657
Östergötlands län;2008;KIBS (beräkning Sysselsatta);7.1633189609843315
Östergötlands län;2009;KIBS (beräkning Sysselsatta);7.194091574122563
Östergötlands län;2010;KIBS (beräkning Sysselsatta);7.1963367100106685
Östergötlands län;2011;KIBS (beräkning Sysselsatta);7.357687459966527
Östergötlands län;2012;KIBS (beräkning Sysselsatta);7.536613628590534
Östergötlands län;2013;KIBS (beräkning Sysselsatta);7.573644972798712
Östergötlands län;2014;KIBS (beräkning Sysselsatta);7.7233104040843035
Östergötlands län;2015;KIBS (beräkning Sysselsatta);7.650082398179394
Östergötlands län;2016;KIBS (beräkning Sysselsatta);8.249412867645303
Östergötlands län;2017;KIBS (beräkning Sysselsatta);8.20786812525845
Östergötlands län;2018;KIBS (beräkning Sysselsatta);8.510506168376759
Östergötlands län;2019;KIBS (beräkning Sysselsatta);8.296367277017163
Östergötlands län;2020;KIBS (beräkning Sysselsatta);8.378569699626876
Östergötlands län;2021;KIBS (beräkning Sysselsatta);9.207455147186902
Östergötlands län;2022;KIBS (beräkning Sysselsatta);9.25449376776733
Östergötlands län;2023;KIBS (beräkning Sysselsatta);9.463255733148019
Östergötlands län;2024;KIBS (beräkning Sysselsatta);9.475061153478881
Östergötlands län;2025;KIBS (beräkning Sysselsatta);9.475061153478881
Fem till tolv;2000;Inpendling (beräkning Sysselsatta);22.199346561202397
Fem till tolv;2001;Inpendling (beräkning Sysselsatta);22.019038076152306
Fem till tolv;2002;Inpendling (beräkning Sysselsatta);22.478507419571592
Fem till tolv;2003;Inpendling (beräkning Sysselsatta);22.65265866935313
Fem till tolv;2004;Inpendling (beräkning Sysselsatta);23.066276593099676
Fem till tolv;2005;Inpendling (beräkning Sysselsatta);23.547502938145076
Fem till tolv;2006;Inpendling (beräkning Sysselsatta);23.602681375037367
Fem till tolv;2007;Inpendling (beräkning Sysselsatta);24.044466528317695
Fem till tolv;2008;Inpendling (beräkning Sysselsatta);24.576451640378792
Fem till tolv;2009;Inpendling (beräkning Sysselsatta);24.988850368978454
Fem till tolv;2010;Inpendling (beräkning Sysselsatta);25.230992430452133
Fem till tolv;2011;Inpendling (beräkning Sysselsatta);25.13752875173733
Fem till tolv;2012;Inpendling (beräkning Sysselsatta);25.292139515494
Fem till tolv;2013;Inpendling (beräkning Sysselsatta);25.427140271658654
Fem till tolv;2014;Inpendling (beräkning Sysselsatta);25.727442979797523
Fem till tolv;2015;Inpendling (beräkning Sysselsatta);25.65753519760323
Fem till tolv;2016;Inpendling (beräkning Sysselsatta);25.75248857915265
Fem till tolv;2017;Inpendling (beräkning Sysselsatta);25.720384204909287
Fem till tolv;2018;Inpendling (beräkning Sysselsatta);25.97713569179873
Fem till tolv;2019;Inpendling (beräkning Sysselsatta);25.713525639881844
Fem till tolv;2020;Inpendling (beräkning Sysselsatta);26.324140931977976
Fem till tolv;2021;Inpendling (beräkning Sysselsatta);26.92375788954871
Fem till tolv;2022;Inpendling (beräkning Sysselsatta);26.87778583694446
Fem till tolv;2023;Inpendling (beräkning Sysselsatta);26.7232258739151
Fem till tolv;2024;Inpendling (beräkning Sysselsatta);26.86520269958077
Fem till tolv;2025;Inpendling (beräkning Sysselsatta);26.86520269958077
Fyra stora;2000;Inpendling (beräkning Sysselsatta);39.71417218831778
Fyra stora;2001;Inpendling (beräkning Sysselsatta);39.3680373886717
Fyra stora;2002;Inpendling (beräkning Sysselsatta);39.66578058316232
Fyra stora;2003;Inpendling (beräkning Sysselsatta);39.28519454868258
Fyra stora;2004;Inpendling (beräkning Sysselsatta);39.3548399807709
Fyra stora;2005;Inpendling (beräkning Sysselsatta);39.86922459579085
Fyra stora;2006;Inpendling (beräkning Sysselsatta);39.435340155339475
Fyra stora;2007;Inpendling (beräkning Sysselsatta);39.713476004728456
Fyra stora;2008;Inpendling (beräkning Sysselsatta);39.83111804696048
Fyra stora;2009;Inpendling (beräkning Sysselsatta);39.88100166033616
Fyra stora;2010;Inpendling (beräkning Sysselsatta);39.75262903154838
Fyra stora;2011;Inpendling (beräkning Sysselsatta);39.43662092514128
Fyra stora;2012;Inpendling (beräkning Sysselsatta);39.383346320679316
Fyra stora;2013;Inpendling (beräkning Sysselsatta);39.31682637126451
Fyra stora;2014;Inpendling (beräkning Sysselsatta);39.389525684322926
Fyra stora;2015;Inpendling (beräkning Sysselsatta);39.48660381246048
Fyra stora;2016;Inpendling (beräkning Sysselsatta);39.68910937069906
Fyra stora;2017;Inpendling (beräkning Sysselsatta);39.811500512422874
Fyra stora;2018;Inpendling (beräkning Sysselsatta);39.76926269561956
Fyra stora;2019;Inpendling (beräkning Sysselsatta);39.47083456002824
Fyra stora;2020;Inpendling (beräkning Sysselsatta);39.72554301195485
Fyra stora;2021;Inpendling (beräkning Sysselsatta);40.387966713033585
Fyra stora;2022;Inpendling (beräkning Sysselsatta);40.75405531678875
Fyra stora;2023;Inpendling (beräkning Sysselsatta);40.685483789014995
Fyra stora;2024;Inpendling (beräkning Sysselsatta);40.77849602317748
Fyra stora;2025;Inpendling (beräkning Sysselsatta);40.77849602317748
Göteborg;2000;Inpendling (beräkning Sysselsatta);34.27048171390166
Göteborg;2001;Inpendling (beräkning Sysselsatta);33.93004375051067
Göteborg;2002;Inpendling (beräkning Sysselsatta);34.01184604512571
Göteborg;2003;Inpendling (beräkning Sysselsatta);33.70410916773152
Göteborg;2004;Inpendling (beräkning Sysselsatta);34.20546473827137
Göteborg;2005;Inpendling (beräkning Sysselsatta);34.52025217762505
Göteborg;2006;Inpendling (beräkning Sysselsatta);34.281917990233346
Göteborg;2007;Inpendling (beräkning Sysselsatta);34.39553774719866
Göteborg;2008;Inpendling (beräkning Sysselsatta);34.662713656271954
Göteborg;2009;Inpendling (beräkning Sysselsatta);34.937220692495416
Göteborg;2010;Inpendling (beräkning Sysselsatta);34.79822922967502
Göteborg;2011;Inpendling (beräkning Sysselsatta);34.44009594748138
Göteborg;2012;Inpendling (beräkning Sysselsatta);34.34569824054904
Göteborg;2013;Inpendling (beräkning Sysselsatta);34.2869365107616
Göteborg;2014;Inpendling (beräkning Sysselsatta);34.198127809214846
Göteborg;2015;Inpendling (beräkning Sysselsatta);34.025595509391415
Göteborg;2016;Inpendling (beräkning Sysselsatta);33.98224023881013
Göteborg;2017;Inpendling (beräkning Sysselsatta);34.17943255598438
Göteborg;2018;Inpendling (beräkning Sysselsatta);34.30750875487456
Göteborg;2019;Inpendling (beräkning Sysselsatta);33.85809060260816
Göteborg;2020;Inpendling (beräkning Sysselsatta);34.09052197150142
Göteborg;2021;Inpendling (beräkning Sysselsatta);34.559384502971106
Göteborg;2022;Inpendling (beräkning Sysselsatta);34.27529438429126
Göteborg;2023;Inpendling (beräkning Sysselsatta);34.133178220075365
Göteborg;2024;Inpendling (beräkning Sysselsatta);34.1721495985422
Göteborg;2025;Inpendling (beräkning Sysselsatta);34.1721495985422
Helsingborg;2000;Inpendling (beräkning Sysselsatta);29.615577349846088
Helsingborg;2001;Inpendling (beräkning Sysselsatta);29.234574051668922
Helsingborg;2002;Inpendling (beräkning Sysselsatta);29.654324408576077
Helsingborg;2003;Inpendling (beräkning Sysselsatta);29.85100758093037
Helsingborg;2004;Inpendling (beräkning Sysselsatta);30.3212987806949
Helsingborg;2005;Inpendling (beräkning Sysselsatta);30.951544062264624
Helsingborg;2006;Inpendling (beräkning Sysselsatta);31.266846361185983
Helsingborg;2007;Inpendling (beräkning Sysselsatta);31.935654830563955
Helsingborg;2008;Inpendling (beräkning Sysselsatta);32.74237967077674
Helsingborg;2009;Inpendling (beräkning Sysselsatta);32.96389507308102
Helsingborg;2010;Inpendling (beräkning Sysselsatta);33.49067773866094
Helsingborg;2011;Inpendling (beräkning Sysselsatta);33.60088739620083
Helsingborg;2012;Inpendling (beräkning Sysselsatta);34.08249323640101
Helsingborg;2013;Inpendling (beräkning Sysselsatta);34.535528906389835
Helsingborg;2014;Inpendling (beräkning Sysselsatta);34.5838977560516
Helsingborg;2015;Inpendling (beräkning Sysselsatta);34.556020927232936
Helsingborg;2016;Inpendling (beräkning Sysselsatta);34.80535228346235
Helsingborg;2017;Inpendling (beräkning Sysselsatta);35.02450233948891
Helsingborg;2018;Inpendling (beräkning Sysselsatta);34.964540934162976
Helsingborg;2019;Inpendling (beräkning Sysselsatta);34.50261221878665
Helsingborg;2020;Inpendling (beräkning Sysselsatta);35.14292928621739
Helsingborg;2021;Inpendling (beräkning Sysselsatta);35.803964470839524
Helsingborg;2022;Inpendling (beräkning Sysselsatta);36.10165587490083
Helsingborg;2023;Inpendling (beräkning Sysselsatta);36.16116051977343
Helsingborg;2024;Inpendling (beräkning Sysselsatta);36.48475202792895
Helsingborg;2025;Inpendling (beräkning Sysselsatta);36.48475202792895
Jönköping;2000;Inpendling (beräkning Sysselsatta);15.235687320333877
Jönköping;2001;Inpendling (beräkning Sysselsatta);14.86753657572163
Jönköping;2002;Inpendling (beräkning Sysselsatta);15.030613269095655
Jönköping;2003;Inpendling (beräkning Sysselsatta);15.062325706414004
Jönköping;2004;Inpendling (beräkning Sysselsatta);15.51985500082386
Jönköping;2005;Inpendling (beräkning Sysselsatta);15.741254858411994
Jönköping;2006;Inpendling (beräkning Sysselsatta);15.919022421382149
Jönköping;2007;Inpendling (beräkning Sysselsatta);16.451955487833033
Jönköping;2008;Inpendling (beräkning Sysselsatta);16.579452159901788
Jönköping;2009;Inpendling (beräkning Sysselsatta);17.079079425506144
Jönköping;2010;Inpendling (beräkning Sysselsatta);17.73369128331134
Jönköping;2011;Inpendling (beräkning Sysselsatta);17.420623770722113
Jönköping;2012;Inpendling (beräkning Sysselsatta);17.76730020206753
