Kommun;År;Indikator;Värde
Jönköping;2024;Förvärvsinkomst_median;377.5
Jönköping;2025;Förvärvsinkomst_median;377.5
Linköping;2000;Förvärvsinkomst_median;190.4
Linköping;2001;Förvärvsinkomst_median;197.5
Linköping;2002;Förvärvsinkomst_median;206.1
Linköping;2003;Förvärvsinkomst_median;209.2
Linköping;2004;Förvärvsinkomst_median;213.7
Linköping;2005;Förvärvsinkomst_median;216.7
Linköping;2006;Förvärvsinkomst_median;223.4
Linköping;2007;Förvärvsinkomst_median;231.1
Linköping;2008;Förvärvsinkomst_median;242.7
Linköping;2009;Förvärvsinkomst_median;245.5
Linköping;2010;Förvärvsinkomst_median;248.8
Linköping;2011;Förvärvsinkomst_median;257.5
Linköping;2012;Förvärvsinkomst_median;265.9
Linköping;2013;Förvärvsinkomst_median;272.8
Linköping;2014;Förvärvsinkomst_median;279.7
Linköping;2015;Förvärvsinkomst_median;292.2
Linköping;2016;Förvärvsinkomst_median;301.7
Linköping;2017;Förvärvsinkomst_median;310.1
Linköping;2018;Förvärvsinkomst_median;318.7
Linköping;2019;Förvärvsinkomst_median;329.0
Linköping;2020;Förvärvsinkomst_median;334.1
Linköping;2021;Förvärvsinkomst_median;345.8
Linköping;2022;Förvärvsinkomst_median;358.3
Linköping;2023;Förvärvsinkomst_median;373.7
Linköping;2024;Förvärvsinkomst_median;373.7
Linköping;2025;Förvärvsinkomst_median;373.7
Lkpg-Nkpg;2000;Förvärvsinkomst_median;185.7
Lkpg-Nkpg;2001;Förvärvsinkomst_median;192.9
Lkpg-Nkpg;2002;Förvärvsinkomst_median;201.0
Lkpg-Nkpg;2003;Förvärvsinkomst_median;205.15
Lkpg-Nkpg;2004;Förvärvsinkomst_median;209.85
Lkpg-Nkpg;2005;Förvärvsinkomst_median;213.6
Lkpg-Nkpg;2006;Förvärvsinkomst_median;220.55
Lkpg-Nkpg;2007;Förvärvsinkomst_median;229.1
Lkpg-Nkpg;2008;Förvärvsinkomst_median;240.1
Lkpg-Nkpg;2009;Förvärvsinkomst_median;243.45
Lkpg-Nkpg;2010;Förvärvsinkomst_median;247.35
Lkpg-Nkpg;2011;Förvärvsinkomst_median;255.85
Lkpg-Nkpg;2012;Förvärvsinkomst_median;263.79999999999995
Lkpg-Nkpg;2013;Förvärvsinkomst_median;269.9
Lkpg-Nkpg;2014;Förvärvsinkomst_median;276.85
Lkpg-Nkpg;2015;Förvärvsinkomst_median;287.54999999999995
Lkpg-Nkpg;2016;Förvärvsinkomst_median;297.0
Lkpg-Nkpg;2017;Förvärvsinkomst_median;305.85
Lkpg-Nkpg;2018;Förvärvsinkomst_median;315.29999999999995
Lkpg-Nkpg;2019;Förvärvsinkomst_median;324.7
Lkpg-Nkpg;2020;Förvärvsinkomst_median;330.45000000000005
Lkpg-Nkpg;2021;Förvärvsinkomst_median;342.65
Lkpg-Nkpg;2022;Förvärvsinkomst_median;355.15
Lkpg-Nkpg;2023;Förvärvsinkomst_median;370.2
Lkpg-Nkpg;2024;Förvärvsinkomst_median;370.2
Lkpg-Nkpg;2025;Förvärvsinkomst_median;370.2
Lund;2000;Förvärvsinkomst_median;176.4
Lund;2001;Förvärvsinkomst_median;185.3
Lund;2002;Förvärvsinkomst_median;191.2
Lund;2003;Förvärvsinkomst_median;195.4
Lund;2004;Förvärvsinkomst_median;200.0
Lund;2005;Förvärvsinkomst_median;202.9
Lund;2006;Förvärvsinkomst_median;212.8
Lund;2007;Förvärvsinkomst_median;221.4
Lund;2008;Förvärvsinkomst_median;230.3
Lund;2009;Förvärvsinkomst_median;229.3
Lund;2010;Förvärvsinkomst_median;229.3
Lund;2011;Förvärvsinkomst_median;240.8
Lund;2012;Förvärvsinkomst_median;248.6
Lund;2013;Förvärvsinkomst_median;253.5
Lund;2014;Förvärvsinkomst_median;257.4
Lund;2015;Förvärvsinkomst_median;269.2
Lund;2016;Förvärvsinkomst_median;279.3
Lund;2017;Förvärvsinkomst_median;285.1
Lund;2018;Förvärvsinkomst_median;294.4
Lund;2019;Förvärvsinkomst_median;299.6
Lund;2020;Förvärvsinkomst_median;304.6
Lund;2021;Förvärvsinkomst_median;313.3
Lund;2022;Förvärvsinkomst_median;324.0
Lund;2023;Förvärvsinkomst_median;337.6
Lund;2024;Förvärvsinkomst_median;337.6
Lund;2025;Förvärvsinkomst_median;337.6
Länet exkl Linköping;2000;Förvärvsinkomst_median;183.45
Länet exkl Linköping;2001;Förvärvsinkomst_median;190.6
Länet exkl Linköping;2002;Förvärvsinkomst_median;198.6
Länet exkl Linköping;2003;Förvärvsinkomst_median;203.55
Länet exkl Linköping;2004;Förvärvsinkomst_median;208.5
Länet exkl Linköping;2005;Förvärvsinkomst_median;212.75
Länet exkl Linköping;2006;Förvärvsinkomst_median;219.8
Länet exkl Linköping;2007;Förvärvsinkomst_median;229.0
Länet exkl Linköping;2008;Förvärvsinkomst_median;239.6
Länet exkl Linköping;2009;Förvärvsinkomst_median;243.6
Länet exkl Linköping;2010;Förvärvsinkomst_median;247.8
Länet exkl Linköping;2011;Förvärvsinkomst_median;256.25
Länet exkl Linköping;2012;Förvärvsinkomst_median;263.95
Länet exkl Linköping;2013;Förvärvsinkomst_median;269.6
Länet exkl Linköping;2014;Förvärvsinkomst_median;276.4
Länet exkl Linköping;2015;Förvärvsinkomst_median;285.85
Länet exkl Linköping;2016;Förvärvsinkomst_median;295.3
Länet exkl Linköping;2017;Förvärvsinkomst_median;304.35
Länet exkl Linköping;2018;Förvärvsinkomst_median;314.54999999999995
Länet exkl Linköping;2019;Förvärvsinkomst_median;323.29999999999995
Länet exkl Linköping;2020;Förvärvsinkomst_median;329.5
Länet exkl Linköping;2021;Förvärvsinkomst_median;342.0
Länet exkl Linköping;2022;Förvärvsinkomst_median;354.5
Länet exkl Linköping;2023;Förvärvsinkomst_median;369.15
Länet exkl Linköping;2024;Förvärvsinkomst_median;369.15
Länet exkl Linköping;2025;Förvärvsinkomst_median;369.15
Länet exkl Norrköping;2000;Förvärvsinkomst_median;188.15
Länet exkl Norrköping;2001;Förvärvsinkomst_median;195.2
Länet exkl Norrköping;2002;Förvärvsinkomst_median;203.7
Länet exkl Norrköping;2003;Förvärvsinkomst_median;207.6
Länet exkl Norrköping;2004;Förvärvsinkomst_median;212.35
Länet exkl Norrköping;2005;Förvärvsinkomst_median;215.85
Länet exkl Norrköping;2006;Förvärvsinkomst_median;222.65
Länet exkl Norrköping;2007;Förvärvsinkomst_median;231.0
Länet exkl Norrköping;2008;Förvärvsinkomst_median;242.2
Länet exkl Norrköping;2009;Förvärvsinkomst_median;245.65
Länet exkl Norrköping;2010;Förvärvsinkomst_median;249.25
Länet exkl Norrköping;2011;Förvärvsinkomst_median;257.9
Länet exkl Norrköping;2012;Förvärvsinkomst_median;266.04999999999995
Länet exkl Norrköping;2013;Förvärvsinkomst_median;272.5
Länet exkl Norrköping;2014;Förvärvsinkomst_median;279.25
Länet exkl Norrköping;2015;Förvärvsinkomst_median;290.5
Länet exkl Norrköping;2016;Förvärvsinkomst_median;300.0
Länet exkl Norrköping;2017;Förvärvsinkomst_median;308.6
Länet exkl Norrköping;2018;Förvärvsinkomst_median;317.95
Länet exkl Norrköping;2019;Förvärvsinkomst_median;327.6
Länet exkl Norrköping;2020;Förvärvsinkomst_median;333.15
Länet exkl Norrköping;2021;Förvärvsinkomst_median;345.15
Länet exkl Norrköping;2022;Förvärvsinkomst_median;357.65
Länet exkl Norrköping;2023;Förvärvsinkomst_median;372.65
Länet exkl Norrköping;2024;Förvärvsinkomst_median;372.65
Länet exkl Norrköping;2025;Förvärvsinkomst_median;372.65
Malmö;2000;Förvärvsinkomst_median;166.1
Malmö;2001;Förvärvsinkomst_median;173.4
Malmö;2002;Förvärvsinkomst_median;178.8
Malmö;2003;Förvärvsinkomst_median;182.7
Malmö;2004;Förvärvsinkomst_median;184.5
Malmö;2005;Förvärvsinkomst_median;187.0
Malmö;2006;Förvärvsinkomst_median;192.6
Malmö;2007;Förvärvsinkomst_median;197.1
Malmö;2008;Förvärvsinkomst_median;203.6
Malmö;2009;Förvärvsinkomst_median;199.9
Malmö;2010;Förvärvsinkomst_median;200.1
Malmö;2011;Förvärvsinkomst_median;223.1
Malmö;2012;Förvärvsinkomst_median;229.9
Malmö;2013;Förvärvsinkomst_median;237.2
Malmö;2014;Förvärvsinkomst_median;244.1
Malmö;2015;Förvärvsinkomst_median;254.5
Malmö;2016;Förvärvsinkomst_median;264.9
Malmö;2017;Förvärvsinkomst_median;273.6
Malmö;2018;Förvärvsinkomst_median;283.1
Malmö;2019;Förvärvsinkomst_median;293.6
Malmö;2020;Förvärvsinkomst_median;301.1
Malmö;2021;Förvärvsinkomst_median;312.7
Malmö;2022;Förvärvsinkomst_median;329.5
Malmö;2023;Förvärvsinkomst_median;344.8
Malmö;2024;Förvärvsinkomst_median;344.8
Malmö;2025;Förvärvsinkomst_median;344.8
Norrköping;2000;Förvärvsinkomst_median;181.0
Norrköping;2001;Förvärvsinkomst_median;188.3
Norrköping;2002;Förvärvsinkomst_median;195.9
Norrköping;2003;Förvärvsinkomst_median;201.1
Norrköping;2004;Förvärvsinkomst_median;206.0
Norrköping;2005;Förvärvsinkomst_median;210.5
Norrköping;2006;Förvärvsinkomst_median;217.7
Norrköping;2007;Förvärvsinkomst_median;227.1
Norrköping;2008;Förvärvsinkomst_median;237.5
Norrköping;2009;Förvärvsinkomst_median;241.4
Norrköping;2010;Förvärvsinkomst_median;245.9
Norrköping;2011;Förvärvsinkomst_median;254.2
Norrköping;2012;Förvärvsinkomst_median;261.7
Norrköping;2013;Förvärvsinkomst_median;267.0
Norrköping;2014;Förvärvsinkomst_median;274.0
Norrköping;2015;Förvärvsinkomst_median;282.9
Norrköping;2016;Förvärvsinkomst_median;292.3
Norrköping;2017;Förvärvsinkomst_median;301.6
Norrköping;2018;Förvärvsinkomst_median;311.9
Norrköping;2019;Förvärvsinkomst_median;320.4
Norrköping;2020;Förvärvsinkomst_median;326.8
Norrköping;2021;Förvärvsinkomst_median;339.5
Norrköping;2022;Förvärvsinkomst_median;352.0
Norrköping;2023;Förvärvsinkomst_median;366.7
Norrköping;2024;Förvärvsinkomst_median;366.7
Norrköping;2025;Förvärvsinkomst_median;366.7
Riket;2000;Förvärvsinkomst_median;190.0
Riket;2001;Förvärvsinkomst_median;198.6
Riket;2002;Förvärvsinkomst_median;206.3
Riket;2003;Förvärvsinkomst_median;212.1
Riket;2004;Förvärvsinkomst_median;217.3
Riket;2005;Förvärvsinkomst_median;222.3
Riket;2006;Förvärvsinkomst_median;229.5
Riket;2007;Förvärvsinkomst_median;239.0
Riket;2008;Förvärvsinkomst_median;249.7
Riket;2009;Förvärvsinkomst_median;253.0
Riket;2010;Förvärvsinkomst_median;257.2
Riket;2011;Förvärvsinkomst_median;266.3
Riket;2012;Förvärvsinkomst_median;275.1
Riket;2013;Förvärvsinkomst_median;281.1
Riket;2014;Förvärvsinkomst_median;287.8
Riket;2015;Förvärvsinkomst_median;297.5
Riket;2016;Förvärvsinkomst_median;307.2
Riket;2017;Förvärvsinkomst_median;316.9
Riket;2018;Förvärvsinkomst_median;326.9
Riket;2019;Förvärvsinkomst_median;335.7
Riket;2020;Förvärvsinkomst_median;341.4
Riket;2021;Förvärvsinkomst_median;353.8
Riket;2022;Förvärvsinkomst_median;368.1
Riket;2023;Förvärvsinkomst_median;383.1
Riket;2024;Förvärvsinkomst_median;383.1
Riket;2025;Förvärvsinkomst_median;383.1
Sex till tolv;2000;Förvärvsinkomst_median;184.90000000000003
Sex till tolv;2001;Förvärvsinkomst_median;193.28571428571428
Sex till tolv;2002;Förvärvsinkomst_median;200.8714285714286
Sex till tolv;2003;Förvärvsinkomst_median;206.3142857142857
Sex till tolv;2004;Förvärvsinkomst_median;211.51428571428568
Sex till tolv;2005;Förvärvsinkomst_median;215.8428571428572
Sex till tolv;2006;Förvärvsinkomst_median;223.3571428571429
Sex till tolv;2007;Förvärvsinkomst_median;232.71428571428572
Sex till tolv;2008;Förvärvsinkomst_median;243.05714285714288
Sex till tolv;2009;Förvärvsinkomst_median;246.15714285714287
Sex till tolv;2010;Förvärvsinkomst_median;249.4857142857143
Sex till tolv;2011;Förvärvsinkomst_median;258.75714285714287
Sex till tolv;2012;Förvärvsinkomst_median;266.6571428571429
Sex till tolv;2013;Förvärvsinkomst_median;272.5142857142857
Sex till tolv;2014;Förvärvsinkomst_median;278.7285714285714
Sex till tolv;2015;Förvärvsinkomst_median;288.12857142857143
Sex till tolv;2016;Förvärvsinkomst_median;297.5571428571429
Sex till tolv;2017;Förvärvsinkomst_median;305.8
Sex till tolv;2018;Förvärvsinkomst_median;315.3142857142857
Sex till tolv;2019;Förvärvsinkomst_median;322.65714285714284
Sex till tolv;2020;Förvärvsinkomst_median;327.90000000000003
Sex till tolv;2021;Förvärvsinkomst_median;339.7
Sex till tolv;2022;Förvärvsinkomst_median;352.2
Sex till tolv;2023;Förvärvsinkomst_median;366.2714285714287
Sex till tolv;2024;Förvärvsinkomst_median;366.2714285714287
Sex till tolv;2025;Förvärvsinkomst_median;366.2714285714287
Sex till tolv minus tio;2000;Förvärvsinkomst_median;185.55000000000004
Sex till tolv minus tio;2001;Förvärvsinkomst_median;194.11666666666667
Sex till tolv minus tio;2002;Förvärvsinkomst_median;201.7
Sex till tolv minus tio;2003;Förvärvsinkomst_median;207.18333333333337
Sex till tolv minus tio;2004;Förvärvsinkomst_median;212.4333333333333
Sex till tolv minus tio;2005;Förvärvsinkomst_median;216.73333333333332
Sex till tolv minus tio;2006;Förvärvsinkomst_median;224.3
Sex till tolv minus tio;2007;Förvärvsinkomst_median;233.65
Sex till tolv minus tio;2008;Förvärvsinkomst_median;243.98333333333332
Sex till tolv minus tio;2009;Förvärvsinkomst_median;246.95
Sex till tolv minus tio;2010;Förvärvsinkomst_median;250.08333333333331
Sex till tolv minus tio;2011;Förvärvsinkomst_median;259.51666666666665
Sex till tolv minus tio;2012;Förvärvsinkomst_median;267.4833333333333
Sex till tolv minus tio;2013;Förvärvsinkomst_median;273.43333333333334
Sex till tolv minus tio;2014;Förvärvsinkomst_median;279.51666666666665
Sex till tolv minus tio;2015;Förvärvsinkomst_median;288.99999999999994
Sex till tolv minus tio;2016;Förvärvsinkomst_median;298.43333333333334
Sex till tolv minus tio;2017;Förvärvsinkomst_median;306.5
Sex till tolv minus tio;2018;Förvärvsinkomst_median;315.8833333333333
Sex till tolv minus tio;2019;Förvärvsinkomst_median;323.0333333333333
Sex till tolv minus tio;2020;Förvärvsinkomst_median;328.08333333333337
Sex till tolv minus tio;2021;Förvärvsinkomst_median;339.7333333333334
Sex till tolv minus tio;2022;Förvärvsinkomst_median;352.2333333333333
Sex till tolv minus tio;2023;Förvärvsinkomst_median;366.2000000000001
Sex till tolv minus tio;2024;Förvärvsinkomst_median;366.2000000000001
Sex till tolv minus tio;2025;Förvärvsinkomst_median;366.2000000000001
Stockholm;2000;Förvärvsinkomst_median;203.5
Stockholm;2001;Förvärvsinkomst_median;215.3
Stockholm;2002;Förvärvsinkomst_median;220.7
Stockholm;2003;Förvärvsinkomst_median;224.3
Stockholm;2004;Förvärvsinkomst_median;228.2
Stockholm;2005;Förvärvsinkomst_median;233.2
Stockholm;2006;Förvärvsinkomst_median;241.8
Stockholm;2007;Förvärvsinkomst_median;253.0
Stockholm;2008;Förvärvsinkomst_median;266.0
Stockholm;2009;Förvärvsinkomst_median;269.2
Stockholm;2010;Förvärvsinkomst_median;273.9
Stockholm;2011;Förvärvsinkomst_median;283.2
Stockholm;2012;Förvärvsinkomst_median;292.7
Stockholm;2013;Förvärvsinkomst_median;299.3
Stockholm;2014;Förvärvsinkomst_median;306.8
Stockholm;2015;Förvärvsinkomst_median;318.1
Stockholm;2016;Förvärvsinkomst_median;329.4
Stockholm;2017;Förvärvsinkomst_median;340.3
Stockholm;2018;Förvärvsinkomst_median;352.3
Stockholm;2019;Förvärvsinkomst_median;363.7
Stockholm;2020;Förvärvsinkomst_median;370.8
Stockholm;2021;Förvärvsinkomst_median;385.1
Stockholm;2022;Förvärvsinkomst_median;405.5
Stockholm;2023;Förvärvsinkomst_median;423.9
Stockholm;2024;Förvärvsinkomst_median;423.9
Stockholm;2025;Förvärvsinkomst_median;423.9
Tolv största;2000;Förvärvsinkomst_median;185.325
Tolv största;2001;Förvärvsinkomst_median;194.0666666666667
Tolv största;2002;Förvärvsinkomst_median;201.375
Tolv största;2003;Förvärvsinkomst_median;206.3666666666667
Tolv största;2004;Förvärvsinkomst_median;211.025
Tolv största;2005;Förvärvsinkomst_median;215.06666666666672
Tolv största;2006;Förvärvsinkomst_median;222.35
Tolv största;2007;Förvärvsinkomst_median;231.28333333333333
Tolv största;2008;Förvärvsinkomst_median;241.625
Tolv största;2009;Förvärvsinkomst_median;243.79166666666663
Tolv största;2010;Förvärvsinkomst_median;246.69999999999996
Tolv största;2011;Förvärvsinkomst_median;257.12500000000006
Tolv största;2012;Förvärvsinkomst_median;265.3333333333333
Tolv största;2013;Förvärvsinkomst_median;271.43333333333334
Tolv största;2014;Förvärvsinkomst_median;278.05
Tolv största;2015;Förvärvsinkomst_median;288.3
Tolv största;2016;Förvärvsinkomst_median;298.2833333333333
Tolv största;2017;Förvärvsinkomst_median;307.0416666666667
Tolv största;2018;Förvärvsinkomst_median;316.64166666666665
Tolv största;2019;Förvärvsinkomst_median;324.9916666666666
Tolv största;2020;Förvärvsinkomst_median;330.4166666666667
Tolv största;2021;Förvärvsinkomst_median;342.075
Tolv största;2022;Förvärvsinkomst_median;356.0583333333334
Tolv största;2023;Förvärvsinkomst_median;370.875
Tolv största;2024;Förvärvsinkomst_median;370.875
Tolv största;2025;Förvärvsinkomst_median;370.875
Tolv största minus fem;2000;Förvärvsinkomst_median;184.86363636363637
Tolv största minus fem;2001;Förvärvsinkomst_median;193.75454545454548
Tolv största minus fem;2002;Förvärvsinkomst_median;200.94545454545457
Tolv största minus fem;2003;Förvärvsinkomst_median;206.10909090909087
Tolv största minus fem;2004;Förvärvsinkomst_median;210.78181818181815
Tolv största minus fem;2005;Förvärvsinkomst_median;214.91818181818184
Tolv största minus fem;2006;Förvärvsinkomst_median;222.25454545454545
Tolv största minus fem;2007;Förvärvsinkomst_median;231.3
Tolv största minus fem;2008;Förvärvsinkomst_median;241.5272727272727
Tolv största minus fem;2009;Förvärvsinkomst_median;243.63636363636363
Tolv största minus fem;2010;Förvärvsinkomst_median;246.50909090909087
Tolv största minus fem;2011;Förvärvsinkomst_median;257.09090909090907
Tolv största minus fem;2012;Förvärvsinkomst_median;265.2818181818181
Tolv största minus fem;2013;Förvärvsinkomst_median;271.3090909090909
Tolv största minus fem;2014;Förvärvsinkomst_median;277.9
Tolv största minus fem;2015;Förvärvsinkomst_median;287.94545454545454
Tolv största minus fem;2016;Förvärvsinkomst_median;297.97272727272724
Tolv största minus fem;2017;Förvärvsinkomst_median;306.76363636363635
Tolv största minus fem;2018;Förvärvsinkomst_median;316.45454545454544
Tolv största minus fem;2019;Förvärvsinkomst_median;324.62727272727267
Tolv största minus fem;2020;Förvärvsinkomst_median;330.08181818181816
Tolv största minus fem;2021;Förvärvsinkomst_median;341.7363636363636
Tolv största minus fem;2022;Förvärvsinkomst_median;355.8545454545455
Tolv största minus fem;2023;Förvärvsinkomst_median;370.6181818181818
Tolv största minus fem;2024;Förvärvsinkomst_median;370.6181818181818
Tolv största minus fem;2025;Förvärvsinkomst_median;370.6181818181818
Tre största;2000;Förvärvsinkomst_median;184.30000000000004
Tre största;2001;Förvärvsinkomst_median;194.0
Tre största;2002;Förvärvsinkomst_median;200.23333333333332
Tre största;2003;Förvärvsinkomst_median;204.66666666666663
Tre största;2004;Förvärvsinkomst_median;208.33333333333331
Tre största;2005;Förvärvsinkomst_median;212.13333333333333
Tre största;2006;Förvärvsinkomst_median;219.26666666666665
Tre största;2007;Förvärvsinkomst_median;227.7
Tre största;2008;Förvärvsinkomst_median;237.80000000000004
Tre största;2009;Förvärvsinkomst_median;237.33333333333331
Tre största;2010;Förvärvsinkomst_median;239.16666666666663
Tre största;2011;Förvärvsinkomst_median;253.36666666666665
Tre största;2012;Förvärvsinkomst_median;262.1666666666667
Tre största;2013;Förvärvsinkomst_median;268.6333333333333
Tre största;2014;Förvärvsinkomst_median;275.43333333333334
Tre största;2015;Förvärvsinkomst_median;286.90000000000003
Tre största;2016;Förvärvsinkomst_median;298.26666666666665
Tre största;2017;Förvärvsinkomst_median;308.56666666666666
Tre största;2018;Förvärvsinkomst_median;319.20000000000005
Tre största;2019;Förvärvsinkomst_median;329.6
Tre största;2020;Förvärvsinkomst_median;335.7333333333333
Tre största;2021;Förvärvsinkomst_median;348.1
Tre största;2022;Förvärvsinkomst_median;365.9666666666667
Tre största;2023;Förvärvsinkomst_median;382.9666666666667
Tre största;2024;Förvärvsinkomst_median;382.9666666666667
Tre största;2025;Förvärvsinkomst_median;382.9666666666667
Umeå;2000;Förvärvsinkomst_median;185.9
Umeå;2001;Förvärvsinkomst_median;194.3
Umeå;2002;Förvärvsinkomst_median;200.7
Umeå;2003;Förvärvsinkomst_median;206.8
Umeå;2004;Förvärvsinkomst_median;211.6
Umeå;2005;Förvärvsinkomst_median;216.8
Umeå;2006;Förvärvsinkomst_median;224.1
Umeå;2007;Förvärvsinkomst_median;234.2
Umeå;2008;Förvärvsinkomst_median;245.2
Umeå;2009;Förvärvsinkomst_median;248.4
Umeå;2010;Förvärvsinkomst_median;252.0
Umeå;2011;Förvärvsinkomst_median;259.8
Umeå;2012;Förvärvsinkomst_median;268.2
Umeå;2013;Förvärvsinkomst_median;274.4
Umeå;2014;Förvärvsinkomst_median;281.1
Umeå;2015;Förvärvsinkomst_median;290.7
Umeå;2016;Förvärvsinkomst_median;298.2
Umeå;2017;Förvärvsinkomst_median;306.0
Umeå;2018;Förvärvsinkomst_median;315.3
Umeå;2019;Förvärvsinkomst_median;322.6
Umeå;2020;Förvärvsinkomst_median;328.5
Umeå;2021;Förvärvsinkomst_median;341.2
Umeå;2022;Förvärvsinkomst_median;355.5
Umeå;2023;Förvärvsinkomst_median;372.8
Umeå;2024;Förvärvsinkomst_median;372.8
Umeå;2025;Förvärvsinkomst_median;372.8
Uppsala;2000;Förvärvsinkomst_median;186.3
Uppsala;2001;Förvärvsinkomst_median;196.3
Uppsala;2002;Förvärvsinkomst_median;203.6
Uppsala;2003;Förvärvsinkomst_median;209.0
Uppsala;2004;Förvärvsinkomst_median;213.0
Uppsala;2005;Förvärvsinkomst_median;216.8
Uppsala;2006;Förvärvsinkomst_median;223.5
Uppsala;2007;Förvärvsinkomst_median;232.2
Uppsala;2008;Förvärvsinkomst_median;242.0
Uppsala;2009;Förvärvsinkomst_median;244.9
Uppsala;2010;Förvärvsinkomst_median;247.7
Uppsala;2011;Förvärvsinkomst_median;256.6
Uppsala;2012;Förvärvsinkomst_median;265.0
Uppsala;2013;Förvärvsinkomst_median;270.9
Uppsala;2014;Förvärvsinkomst_median;279.5
Uppsala;2015;Förvärvsinkomst_median;289.8
Uppsala;2016;Förvärvsinkomst_median;300.0
Uppsala;2017;Förvärvsinkomst_median;308.1
Uppsala;2018;Förvärvsinkomst_median;316.2
Uppsala;2019;Förvärvsinkomst_median;323.5
Uppsala;2020;Förvärvsinkomst_median;328.4
Uppsala;2021;Förvärvsinkomst_median;336.9
Uppsala;2022;Förvärvsinkomst_median;351.1
Uppsala;2023;Förvärvsinkomst_median;364.0
Uppsala;2024;Förvärvsinkomst_median;364.0
Uppsala;2025;Förvärvsinkomst_median;364.0
Västerås;2000;Förvärvsinkomst_median;192.3
Västerås;2001;Förvärvsinkomst_median;201.5
Västerås;2002;Förvärvsinkomst_median;209.0
Västerås;2003;Förvärvsinkomst_median;214.8
Västerås;2004;Förvärvsinkomst_median;219.8
Västerås;2005;Förvärvsinkomst_median;223.9
Västerås;2006;Förvärvsinkomst_median;230.9
Västerås;2007;Förvärvsinkomst_median;240.4
Västerås;2008;Förvärvsinkomst_median;251.4
Västerås;2009;Förvärvsinkomst_median;256.2
Västerås;2010;Förvärvsinkomst_median;261.1
Västerås;2011;Förvärvsinkomst_median;270.0
Västerås;2012;Förvärvsinkomst_median;278.3
Västerås;2013;Förvärvsinkomst_median;285.0
Västerås;2014;Förvärvsinkomst_median;291.9
Västerås;2015;Förvärvsinkomst_median;300.6
Västerås;2016;Förvärvsinkomst_median;309.7
Västerås;2017;Förvärvsinkomst_median;317.9
Västerås;2018;Förvärvsinkomst_median;328.2
Västerås;2019;Förvärvsinkomst_median;335.6
Västerås;2020;Förvärvsinkomst_median;340.7
Västerås;2021;Förvärvsinkomst_median;352.6
Västerås;2022;Förvärvsinkomst_median;365.6
Västerås;2023;Förvärvsinkomst_median;381.3
Västerås;2024;Förvärvsinkomst_median;381.3
Västerås;2025;Förvärvsinkomst_median;381.3
Örebro;2000;Förvärvsinkomst_median;185.8
Örebro;2001;Förvärvsinkomst_median;193.5
Örebro;2002;Förvärvsinkomst_median;201.2
Örebro;2003;Förvärvsinkomst_median;205.6
Örebro;2004;Förvärvsinkomst_median;211.1
Örebro;2005;Förvärvsinkomst_median;215.6
Örebro;2006;Förvärvsinkomst_median;222.5
Örebro;2007;Förvärvsinkomst_median;232.0
Örebro;2008;Förvärvsinkomst_median;243.0
Örebro;2009;Förvärvsinkomst_median;247.0
Örebro;2010;Förvärvsinkomst_median;249.7
Örebro;2011;Förvärvsinkomst_median;258.9
Örebro;2012;Förvärvsinkomst_median;267.2
Örebro;2013;Förvärvsinkomst_median;273.2
Örebro;2014;Förvärvsinkomst_median;279.1
Örebro;2015;Förvärvsinkomst_median;289.0
Örebro;2016;Förvärvsinkomst_median;297.9
Örebro;2017;Förvärvsinkomst_median;306.0
Örebro;2018;Förvärvsinkomst_median;313.8
Örebro;2019;Förvärvsinkomst_median;321.0
Örebro;2020;Förvärvsinkomst_median;326.0
Örebro;2021;Förvärvsinkomst_median;337.7
Örebro;2022;Förvärvsinkomst_median;350.1
Örebro;2023;Förvärvsinkomst_median;363.7
Örebro;2024;Förvärvsinkomst_median;363.7
Örebro;2025;Förvärvsinkomst_median;363.7
Östergötlands län;2000;Förvärvsinkomst_median;185.9
Östergötlands län;2001;Förvärvsinkomst_median;192.9
Östergötlands län;2002;Förvärvsinkomst_median;201.3
Östergötlands län;2003;Förvärvsinkomst_median;206.0
Östergötlands län;2004;Förvärvsinkomst_median;211.0
Östergötlands län;2005;Förvärvsinkomst_median;215.0
Östergötlands län;2006;Förvärvsinkomst_median;221.9
Östergötlands län;2007;Förvärvsinkomst_median;230.9
Östergötlands län;2008;Förvärvsinkomst_median;241.7
Östergötlands län;2009;Förvärvsinkomst_median;245.8
Östergötlands län;2010;Förvärvsinkomst_median;249.7
Östergötlands län;2011;Förvärvsinkomst_median;258.3
Östergötlands län;2012;Förvärvsinkomst_median;266.2
Östergötlands län;2013;Förvärvsinkomst_median;272.2
Östergötlands län;2014;Förvärvsinkomst_median;278.8
Östergötlands län;2015;Förvärvsinkomst_median;288.8
Östergötlands län;2016;Förvärvsinkomst_median;298.3
Östergötlands län;2017;Förvärvsinkomst_median;307.1
Östergötlands län;2018;Förvärvsinkomst_median;317.2
Östergötlands län;2019;Förvärvsinkomst_median;326.2
Östergötlands län;2020;Förvärvsinkomst_median;332.2
Östergötlands län;2021;Förvärvsinkomst_median;344.5
Östergötlands län;2022;Förvärvsinkomst_median;357.0
Östergötlands län;2023;Förvärvsinkomst_median;371.6
Östergötlands län;2024;Förvärvsinkomst_median;371.6
Östergötlands län;2025;Förvärvsinkomst_median;371.6
Fem till tolv;2002;Inflytt_annat_län_30-59;5636.0
Fem till tolv;2003;Inflytt_annat_län_30-59;5688.0
Fem till tolv;2004;Inflytt_annat_län_30-59;5596.0
