basområde,tid,Barnfattigdom,Behöriga gymnasiets yrkesprogram,Bilinnehav,Boende per hushåll,Bostadsrätt,Ej självförsörjande,Ekonomiskt bistånd totalt,Ensamstående hushåll,Flera bilar,Folkmängd,Förgymnasial utbildning,Förgymnasial utbildning kvinnor,Förgymnasial utbildning män,Förvärvsinkomst (tkr),Förvärvsinkomst (tkr) kvinnor,Förvärvsinkomst (tkr) män,Gini-koefficient,Gymnasieexamen inom 3-5 år,Hyresrätt,Ingår,Inskrivna arbetslösa,Inskrivna förskolebarn,Kvarboende minst ett år,Kvarboende minst fem år,Kvarboende minst tre år,Kvinnors andel förvärvsinkomst,Kvinnors andel nettoinkomst,Kvm per hushåll,Kvm per person,Kvot mellan dag- och nattbefolkning,Kvot mellan in- och utflyttning inom kommunen,Kvot mellan in- och utflyttning inom kommunen av förvärvsarbetande,Kvot mellan in-och utflyttning totalt,Kvot mellan inrikes in- och utflyttning av förvärvsarbetande,Kön,Låg ekonomisk standard,Låg inkomststandard,Lång eftergymnasial utbildning,Långvarigt ekonomiskt bistånd,Meritvärde grundskolan,Nettoinkomst (tkr),Nettoinkomst (tkr) kvinnor,Nettoinkomst (tkr) män,"Nettoinkomst, andel",Ohälsotal 50-64 år,Index: Samlat SEI (16 indikatorer),SEIsnitt medel,Skolungdomar 6-15 år,Små bostäder,Sysselsättningsgrad,Sysselsättningsgrad kvinnor,Sysselsättningsgrad män,Trångbodda hushåll,UVAS,Utländsk bakgrund,Utländsk bakgrund kvinnor,Utländsk bakgrund män,Utrikes födda,Valdeltagande,Äganderätt,Äldre 80+ år,Befolkning 0-19 år,Befolkning 20-64 år,Befolkning 65+ år,Befolkningsförändring,Bostadsrätter,Bostäder,Döda,Födda,Förgymnasial utb,Förvärvsarbetande dagbefolkning,Förvärvsarbetande nattbefolkning,Gymnasial utb,Hushåll,Hushåll ensamstående,Hushåll sammanboende,Hushåll övriga,Hyresrätter,Inflyttning,Inflyttning annat län,Inflyttning av förvärvsarbetande från annat basområde,Inflyttning egen kommun,Inflyttning inom länet,Invandring,Invånarantal,Kort eftergymnasial utb,Lång eftergymnasial utb,Nybyggda bostadsrätter,Nybyggda bostäder,Nybyggda hyresrätter,Nybyggda äganderätter,Uppgift saknas utb,Utflyttning,Utflyttning annat län,Utflyttning av förvärvsarbetande till annat basområde,Utflyttning egen kommun,Utflyttning inom länet,Utvandring,Äganderätter,Försörjningskvot,Nettopendling,Inrikes inflyttning,Inrikes utflyttning,Flyttningsnetto,Flyttningsnetto inom kommunen,Inrikes flyttningsnetto,Migrationsnetto,Födelseöverskott,Nettoflyttning förvärvsarbetande,Index: Ekonomisk Utsatthet,Index: Socialt & Humankapital,Index: Fysisk Bostadssegregation,Index: Demografisk Koncentration,KodNyko4,Stadsdelskod_(Nyko3),Stadsdel,Karaktär_bas,Karaktär_detalj,SEI_indikatorer16,Inkluderad,Områdestyp
Ullevi koloniområde,2022,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,41.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,37.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-0.317,0.0,0.0,0.0,1124.0,112.0,Skäggetorp,Stadsdel,Yttre staden,..,..,Standard
Ullevi koloniområde,2023,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,24.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,22.0,0.0,1.0,-2.0,-1.0,-1.0,0.0,2.0,1.0,-0.332,0.0,0.0,0.0,1124.0,112.0,Skäggetorp,Stadsdel,Yttre staden,..,..,Standard
Ullevi koloniområde,2024,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,45.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,43.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-0.326,0.0,0.0,0.0,1124.0,112.0,Skäggetorp,Stadsdel,Yttre staden,..,..,Standard
Ullevi koloniområde,2025,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,45.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,43.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-0.326,0.0,0.0,0.0,1124.0,112.0,Skäggetorp,Stadsdel,Yttre staden,..,..,Standard
Ullstämma södra,2015,1.8,100.0,76.4,3.33,19.186,9.5,0.4,18.3,25.1,1106.0,1.99,1.639,2.349,394.4,331.2,453.8,0.257,85.0,9.6,1.0,1.1,87.0,85.337,23.317,63.542,72.984,73.711,135.7,40.7,0.115,10.333,9.727,4.69,4.783,49.638,3.4,0.4,56.219,0.1,228.0,315.4,271.7,368.6,140.615,38.4,4.5,5.0,15.642,11.4,94.362,93.115,95.638,1.4,13.2,11.483,12.386,10.592,8.047,85.648,65.988,1.899,456.0,603.0,47.0,177.0,69.0,340.0,6.0,28.0,12.0,67.0,584.0,145.0,344.0,63.0,274.0,7.0,44.0,197.0,4.0,107.0,186.0,4.0,3.0,1106.0,99.0,339.0,26.0,49.0,20.0,23.0,8.0,42.0,15.0,11.0,18.0,9.0,0.0,227.0,0.834,-517.0,8.0,24.0,155.0,168.0,-16.0,3.0,22.0,96.0,-1.65,-0.979,-1.639,-0.459,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2016,0.4,100.0,76.4,3.33,19.825,9.9,0.4,16.6,25.1,1135.0,2.273,1.603,2.961,418.7,342.4,479.0,0.26,90.0,11.4,1.0,0.8,87.0,85.337,23.317,63.542,71.482,72.65,135.7,40.7,0.118,1.438,1.211,1.286,1.174,49.427,2.3,0.4,56.818,0.3,236.0,331.5,273.6,376.6,144.444,39.6,4.438,5.0,17.974,11.4,93.506,91.026,96.053,1.4,13.2,10.925,12.121,9.756,7.753,85.648,67.93,1.586,473.0,616.0,46.0,29.0,69.0,375.0,7.0,24.0,14.0,69.0,587.0,142.0,343.0,57.0,280.0,6.0,73.0,54.0,8.0,23.0,46.0,0.0,0.0,1135.0,102.0,350.0,26.0,49.0,20.0,23.0,8.0,42.0,9.0,19.0,32.0,0.0,1.0,233.0,0.843,-518.0,8.0,9.0,12.0,14.0,-1.0,-1.0,17.0,4.0,-1.681,-0.723,-1.566,-0.58,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2017,10.8,100.0,73.7,3.43,18.699,14.3,5.2,18.2,20.6,1248.0,5.061,4.893,5.231,417.5,353.0,489.6,0.297,85.0,16.0,1.0,0.8,91.0,85.337,23.317,63.542,72.1,74.08,131.4,38.3,0.115,1.14,0.852,2.141,0.889,49.279,9.7,0.4,53.067,1.0,223.0,327.5,277.8,375.0,138.771,30.0,4.063,5.0,20.833,16.0,88.497,86.85,90.154,1.4,13.2,17.788,18.537,17.062,13.862,85.648,63.415,1.603,547.0,652.0,49.0,113.0,69.0,376.0,7.0,31.0,33.0,68.0,591.0,154.0,369.0,67.0,296.0,6.0,73.0,167.0,81.0,23.0,65.0,13.0,8.0,1248.0,108.0,346.0,26.0,20.0,20.0,23.0,11.0,78.0,16.0,27.0,57.0,5.0,0.0,234.0,0.914,-523.0,94.0,21.0,89.0,8.0,73.0,8.0,24.0,-4.0,-0.681,-0.575,-1.065,0.223,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2018,11.4,100.0,74.3,3.43,18.579,13.2,3.8,19.4,22.1,1233.0,5.363,4.702,6.032,441.4,380.2,500.2,0.275,86.0,15.0,1.0,5.5,92.0,90.511,42.498,74.777,76.01,76.523,132.2,38.6,0.18,0.724,0.694,0.762,0.691,48.5,10.7,0.4,53.943,1.6,253.0,344.4,298.9,390.6,141.379,27.8,4.063,5.0,23.277,15.3,88.801,86.834,90.794,1.6,9.3,17.924,18.729,17.165,13.95,89.9,63.934,1.298,547.0,634.0,52.0,-15.0,69.0,375.0,8.0,24.0,34.0,104.0,577.0,141.0,366.0,71.0,291.0,4.0,72.0,99.0,9.0,34.0,76.0,5.0,9.0,1233.0,105.0,342.0,26.0,20.0,20.0,23.0,12.0,130.0,23.0,49.0,105.0,1.0,1.0,234.0,0.945,-473.0,14.0,24.0,-31.0,-29.0,-10.0,8.0,16.0,-15.0,-0.266,-1.113,-1.572,0.21,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2019,9.2,100.0,73.5,3.39,18.785,11.7,3.8,19.3,22.9,1211.0,4.64,4.403,4.886,471.1,414.6,528.5,0.273,93.0,14.4,1.0,4.4,94.0,88.77,56.895,74.814,78.448,78.229,132.9,39.2,0.131,0.726,1.0,0.77,0.864,49.381,8.9,0.4,57.28,1.6,222.0,374.3,325.2,415.7,148.238,27.2,4.125,5.0,24.773,14.6,90.08,88.365,91.857,1.7,14.4,15.772,15.886,15.661,11.891,89.9,64.641,1.156,531.0,625.0,55.0,-22.0,69.0,375.0,6.0,13.0,29.0,77.0,586.0,130.0,362.0,70.0,287.0,5.0,72.0,97.0,11.0,33.0,77.0,9.0,0.0,1211.0,96.0,358.0,26.0,20.0,20.0,23.0,12.0,126.0,7.0,33.0,106.0,13.0,0.0,234.0,0.938,-509.0,20.0,20.0,-29.0,-29.0,0.0,0.0,7.0,0.0,-0.115,-1.159,-1.37,-0.109,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2020,5.5,90.0,76.5,3.39,19.274,9.9,2.2,19.8,22.9,1198.0,2.922,2.229,3.642,493.3,434.2,543.2,0.315,80.0,13.1,1.0,4.3,95.0,89.399,66.528,74.708,79.934,78.535,133.9,39.5,0.177,0.535,0.735,0.842,0.927,49.332,6.0,0.4,59.416,1.4,221.0,386.9,337.7,430.0,151.31,30.4,4.188,5.0,25.71,13.4,91.396,89.49,93.377,0.6,9.7,13.523,14.044,13.015,10.017,89.9,65.642,1.169,526.0,616.0,56.0,-13.0,69.0,376.0,8.0,18.0,18.0,103.0,582.0,132.0,358.0,71.0,278.0,9.0,72.0,133.0,22.0,36.0,77.0,18.0,16.0,1198.0,90.0,366.0,26.0,20.0,20.0,23.0,10.0,158.0,6.0,49.0,144.0,8.0,0.0,235.0,0.945,-479.0,40.0,14.0,-25.0,-67.0,26.0,16.0,10.0,-13.0,-1.047,-1.152,-1.845,-0.404,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2021,0.6,87.5,77.8,3.31,19.597,8.6,0.8,20.2,21.3,1136.0,2.027,1.014,3.041,529.3,468.4,587.1,0.41,97.0,11.0,1.0,2.8,86.0,95.335,70.423,80.37,79.782,81.093,136.1,41.1,0.189,0.294,0.514,0.536,0.487,48.239,3.2,0.4,62.162,0.2,238.0,410.2,365.0,450.1,152.775,28.2,4.875,5.0,27.553,11.2,92.736,91.892,93.581,0.0,3.5,10.211,11.314,9.184,7.394,89.9,68.012,1.32,488.0,592.0,56.0,-62.0,69.0,377.0,8.0,12.0,12.0,107.0,566.0,124.0,347.0,70.0,274.0,3.0,72.0,90.0,15.0,18.0,45.0,1.0,29.0,1136.0,81.0,368.0,26.0,20.0,20.0,23.0,7.0,168.0,9.0,35.0,153.0,6.0,0.0,236.0,0.919,-459.0,16.0,15.0,-78.0,-108.0,1.0,29.0,4.0,-17.0,-2.535,-1.32,-2.673,-0.824,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2022,1.3,100.0,76.9,3.25,19.714,8.0,0.1,20.9,20.9,1127.0,1.706,1.027,2.381,555.7,498.0,600.1,0.296,82.0,11.7,1.0,0.8,93.0,92.458,70.453,81.544,82.986,79.191,135.1,41.5,0.201,0.797,0.774,0.831,0.865,48.713,3.0,1.5,64.164,0.1,256.0,433.9,379.8,479.6,155.297,21.2,5.375,5.0,27.595,12.0,93.857,92.466,95.238,0.0,3.5,9.583,10.383,8.824,6.921,88.832,67.143,1.863,481.0,586.0,60.0,-9.0,69.0,376.0,6.0,11.0,10.0,115.0,573.0,110.0,350.0,73.0,275.0,2.0,72.0,69.0,16.0,24.0,51.0,2.0,0.0,1127.0,84.0,376.0,26.0,20.0,20.0,23.0,6.0,83.0,10.0,31.0,64.0,8.0,1.0,235.0,0.923,-458.0,18.0,18.0,-14.0,-13.0,0.0,-1.0,5.0,-7.0,-2.82,-1.801,-2.345,-0.927,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2023,0.7,84.6,77.5,3.26,19.437,8.5,0.58,18.9,21.4,1147.0,1.997,1.333,2.658,575.0,516.6,630.6,0.274,82.0,14.1,1.0,0.3,94.0,93.112,70.532,83.086,81.922,79.108,133.8,41.1,0.189,1.176,1.143,1.367,1.121,49.085,2.2,0.7,62.23,0.43,214.0,451.9,406.3,513.6,153.707,22.2,4.75,5.0,28.422,13.0,92.845,92.333,93.355,0.6,5.8,9.765,10.657,8.904,7.323,88.832,65.352,1.656,481.0,601.0,65.0,20.0,69.0,373.0,6.0,4.0,12.0,111.0,587.0,123.0,355.0,67.0,283.0,5.0,72.0,82.0,5.0,32.0,60.0,9.0,8.0,1147.0,83.0,374.0,26.0,20.0,20.0,23.0,9.0,60.0,6.0,28.0,51.0,3.0,0.0,232.0,0.908,-476.0,14.0,9.0,22.0,9.0,5.0,8.0,-2.0,4.0,-2.538,-1.725,-2.201,-0.899,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2024,2.832,100.0,78.2,3.24,19.061,8.6,0.42,19.9,22.9,1165.0,1.631,0.662,2.572,599.7,547.5,648.7,0.291,82.0,15.2,1.0,1.7,96.0,92.446,71.845,81.288,84.4,80.368,133.2,41.1,0.193,1.289,1.143,1.258,1.103,48.755,3.442,0.2,62.48,0.14,258.0,488.1,431.9,537.4,157.249,21.0,5.063,5.0,27.21,13.3,93.475,93.046,93.891,0.8,3.8,9.614,10.211,9.045,7.124,88.832,64.641,1.717,486.0,613.0,66.0,18.0,69.0,375.0,8.0,10.0,10.0,115.0,596.0,135.0,362.0,72.0,286.0,4.0,72.0,78.0,14.0,32.0,58.0,5.0,1.0,1165.0,79.0,383.0,26.0,20.0,20.0,23.0,6.0,62.0,12.0,28.0,45.0,3.0,2.0,234.0,0.9,-481.0,19.0,15.0,16.0,13.0,4.0,-1.0,2.0,4.0,-2.529,-1.847,-2.131,-0.935,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma södra,2025,2.832,100.0,79.3,3.26,19.328,8.6,0.42,19.05,24.1,1157.0,1.626,0.66,2.564,599.7,547.5,648.7,0.291,82.0,14.8,1.0,1.713,96.0,94.382,73.898,82.455,84.4,80.368,133.6,41.0,0.193,1.042,0.826,0.938,0.844,48.92,3.442,0.2,61.789,0.14,258.0,488.1,431.9,537.4,157.249,17.7,5.125,5.0,26.361,12.9,93.475,93.046,93.891,0.8,3.8,9.421,10.071,8.799,6.914,88.832,64.986,1.901,479.0,615.0,63.0,-8.0,69.0,373.0,9.0,5.0,10.0,115.0,596.0,138.0,357.0,68.0,283.0,6.0,72.0,61.0,5.0,19.0,50.0,5.0,1.0,1157.0,80.0,380.0,26.0,20.0,20.0,23.0,7.0,65.0,7.0,23.0,48.0,6.0,4.0,232.0,0.881,-481.0,10.0,13.0,-4.0,2.0,-3.0,-3.0,-4.0,-4.0,-2.574,-1.975,-2.416,-0.966,1483.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2015,3.9,100.0,76.3,2.27,53.333,13.4,0.7,34.2,25.3,550.0,6.25,4.094,8.485,358.8,329.7,379.7,0.338,85.0,12.9,1.0,2.8,87.0,87.681,67.572,76.993,86.832,83.612,107.1,47.1,0.231,0.786,1.063,0.852,1.087,51.273,4.9,0.4,38.393,0.4,228.0,273.0,245.4,293.5,121.712,31.3,4.188,5.0,9.818,3.7,86.012,85.965,86.061,2.5,12.1,12.545,11.702,13.433,8.545,85.648,32.5,5.636,114.0,336.0,100.0,-11.0,134.0,248.0,8.0,6.0,21.0,70.0,303.0,121.0,240.0,82.0,151.0,7.0,36.0,52.0,13.0,17.0,33.0,4.0,2.0,550.0,54.0,129.0,,,,,11.0,61.0,11.0,16.0,42.0,3.0,5.0,78.0,0.637,-233.0,17.0,14.0,-9.0,-9.0,3.0,-3.0,-2.0,1.0,-1.105,-0.58,-1.888,-0.354,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2016,3.9,100.0,76.3,2.27,54.357,15.6,0.9,35.7,25.3,546.0,7.059,5.172,9.036,367.3,349.2,399.0,0.347,90.0,12.0,1.0,1.4,87.0,87.681,67.572,76.993,87.519,80.336,107.1,47.1,0.215,0.933,1.154,0.911,1.0,51.465,4.1,0.4,37.353,0.4,236.0,281.3,248.8,309.7,122.571,27.3,4.2,5.0,9.707,3.7,87.647,90.805,84.337,2.5,12.1,13.553,13.167,13.962,9.341,85.648,32.365,5.861,105.0,340.0,101.0,-4.0,134.0,248.0,3.0,3.0,24.0,67.0,312.0,124.0,241.0,86.0,145.0,10.0,36.0,41.0,5.0,15.0,28.0,4.0,4.0,546.0,54.0,127.0,,,,,11.0,45.0,8.0,13.0,30.0,6.0,1.0,78.0,0.606,-245.0,9.0,14.0,-4.0,-2.0,-5.0,3.0,0.0,2.0,-1.232,-0.525,-1.899,-0.296,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2017,7.8,100.0,73.4,2.3,54.357,16.0,0.9,34.4,24.5,552.0,6.344,4.706,8.075,370.1,337.8,411.4,0.334,85.0,12.0,1.0,0.9,91.0,87.681,67.572,76.993,82.11,80.363,107.0,46.5,0.232,1.08,1.031,1.029,0.935,52.536,6.2,0.4,39.577,0.7,223.0,276.3,243.5,303.0,117.076,28.6,4.133,5.0,10.326,3.7,86.707,87.059,86.335,2.5,12.1,11.957,11.724,12.214,8.514,85.648,31.95,6.341,113.0,331.0,108.0,6.0,134.0,247.0,2.0,6.0,21.0,70.0,302.0,113.0,241.0,83.0,147.0,11.0,36.0,71.0,10.0,33.0,54.0,7.0,0.0,552.0,55.0,131.0,,,,,11.0,69.0,15.0,32.0,50.0,4.0,0.0,77.0,0.668,-232.0,17.0,19.0,2.0,4.0,-2.0,0.0,4.0,1.0,-1.043,-0.468,-1.764,-0.525,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2018,5.7,100.0,73.8,2.29,54.583,14.0,0.5,33.3,22.9,547.0,6.211,4.268,8.228,381.4,353.3,413.3,0.329,86.0,11.3,1.0,1.2,92.0,93.419,69.47,77.879,85.483,79.834,107.4,46.9,0.237,0.862,0.929,0.868,1.0,51.92,6.6,0.4,40.994,0.5,253.0,284.3,250.2,313.4,116.708,36.1,4.4,5.0,11.152,3.8,85.404,84.146,86.709,2.5,8.8,12.249,11.62,12.928,8.775,89.9,32.5,6.399,116.0,322.0,109.0,-5.0,134.0,248.0,5.0,5.0,20.0,70.0,295.0,108.0,240.0,80.0,148.0,12.0,36.0,33.0,5.0,13.0,25.0,3.0,0.0,547.0,51.0,132.0,,,,,11.0,38.0,4.0,14.0,29.0,4.0,1.0,78.0,0.699,-225.0,8.0,8.0,-5.0,-4.0,0.0,-1.0,0.0,-1.0,-1.585,-0.677,-2.307,-0.512,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2019,0.9,80.0,74.5,2.26,54.321,14.1,0.5,33.7,23.5,545.0,6.536,4.403,8.844,413.2,377.3,441.5,0.32,93.0,11.9,1.0,1.5,94.0,91.009,67.156,74.128,85.459,76.859,107.0,47.4,0.389,1.333,1.125,0.96,0.633,52.294,4.7,0.4,42.484,0.5,222.0,302.8,259.4,337.5,119.921,32.5,4.25,5.0,10.826,3.7,85.948,84.277,87.755,1.6,15.4,13.028,12.281,13.846,9.358,89.9,32.099,7.523,112.0,306.0,127.0,-2.0,134.0,248.0,4.0,4.0,20.0,110.0,283.0,95.0,243.0,82.0,150.0,11.0,36.0,48.0,5.0,18.0,40.0,2.0,1.0,545.0,51.0,130.0,,,,,10.0,50.0,18.0,16.0,30.0,2.0,0.0,78.0,0.781,-173.0,7.0,20.0,-2.0,10.0,-13.0,1.0,0.0,2.0,-0.965,-0.697,-2.242,-0.46,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2020,0.9,80.0,74.5,2.26,54.321,15.1,0.2,33.7,24.3,544.0,6.04,4.516,7.692,417.1,384.8,461.8,0.33,80.0,11.9,1.0,1.6,95.0,93.566,67.831,79.596,83.326,81.5,107.0,47.4,0.389,1.16,1.357,0.919,1.0,51.838,5.5,0.4,43.289,0.2,221.0,291.4,265.2,325.4,113.962,28.7,4.467,5.0,11.397,3.7,84.228,83.871,84.615,0.4,17.4,12.132,11.348,12.977,8.456,89.9,32.099,7.353,115.0,298.0,131.0,-1.0,134.0,248.0,4.0,6.0,18.0,107.0,275.0,96.0,243.0,82.0,152.0,9.0,36.0,34.0,0.0,19.0,29.0,5.0,0.0,544.0,46.0,129.0,,,,,9.0,37.0,4.0,14.0,25.0,8.0,0.0,78.0,0.826,-168.0,5.0,12.0,-3.0,4.0,-7.0,0.0,2.0,5.0,-0.517,-0.852,-2.646,-0.601,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2021,2.8,100.0,75.8,2.23,53.689,13.4,0.2,33.6,22.1,541.0,5.634,4.0,7.463,439.2,404.4,475.8,0.353,97.0,13.1,1.0,1.0,86.0,94.64,68.022,81.146,84.994,84.776,106.5,47.8,0.393,0.815,0.75,0.844,0.857,51.386,6.2,0.4,44.014,0.2,238.0,314.0,284.0,335.0,116.946,36.1,4.5,5.0,11.46,3.7,85.915,85.333,86.567,1.6,9.1,12.2,11.871,12.548,8.318,89.9,31.967,8.318,115.0,284.0,142.0,-3.0,134.0,248.0,3.0,4.0,16.0,106.0,270.0,89.0,244.0,82.0,152.0,10.0,36.0,27.0,4.0,9.0,22.0,0.0,1.0,541.0,44.0,125.0,,,,,10.0,32.0,3.0,12.0,27.0,1.0,1.0,78.0,0.905,-164.0,4.0,4.0,-5.0,-5.0,0.0,0.0,1.0,-3.0,-1.742,-0.477,-2.545,-0.636,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2022,3.8,100.0,76.7,2.21,54.167,12.9,0.5,34.2,22.1,527.0,5.515,4.225,6.923,470.4,427.8,504.0,0.33,82.0,12.1,1.0,1.4,93.0,94.687,74.763,85.199,84.881,77.278,107.0,48.5,0.341,1.25,1.308,0.829,0.905,50.095,6.3,1.7,44.118,0.2,256.0,321.4,288.4,373.2,115.032,38.4,4.8,5.0,11.575,3.8,86.029,86.62,85.385,1.7,7.7,12.144,11.742,12.548,8.159,88.832,32.5,7.78,114.0,272.0,141.0,-14.0,134.0,248.0,9.0,2.0,15.0,89.0,261.0,85.0,240.0,82.0,151.0,7.0,36.0,34.0,3.0,17.0,30.0,1.0,0.0,527.0,43.0,120.0,,,,,9.0,41.0,12.0,13.0,24.0,5.0,0.0,78.0,0.938,-172.0,4.0,17.0,-7.0,6.0,-13.0,0.0,-7.0,4.0,-1.733,-0.458,-2.63,-0.681,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2023,5.0,100.0,77.0,2.2,54.393,13.6,0.24,35.6,20.1,524.0,4.762,3.546,6.061,480.1,453.9,497.6,0.337,82.0,11.7,1.0,1.1,94.0,93.893,72.901,84.733,91.218,81.213,107.4,48.7,0.401,1.273,2.0,1.0,1.615,50.382,4.6,0.2,43.59,0.24,214.0,358.9,316.0,389.1,122.075,34.5,4.938,5.0,11.069,3.8,85.348,87.234,83.333,1.3,2.1,12.023,11.364,12.692,8.015,88.832,32.636,8.015,112.0,273.0,139.0,-3.0,134.0,248.0,6.0,4.0,13.0,105.0,262.0,87.0,239.0,85.0,148.0,6.0,36.0,33.0,5.0,18.0,28.0,0.0,0.0,524.0,45.0,119.0,,,,,9.0,33.0,8.0,9.0,22.0,1.0,2.0,78.0,0.919,-157.0,5.0,9.0,0.0,6.0,-4.0,-2.0,-2.0,9.0,-2.362,-0.615,-2.665,-0.715,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2024,6.796,87.5,77.3,2.22,53.782,13.1,0.24,36.6,22.7,525.0,5.0,3.731,6.349,502.7,464.6,541.0,0.344,82.0,12.2,1.0,1.4,96.0,91.238,74.476,81.524,85.878,76.505,107.3,48.3,0.418,0.9,0.87,1.0,0.96,50.667,5.333,0.0,48.077,0.24,258.0,373.4,325.3,425.2,120.296,34.2,4.5,5.0,10.286,3.8,86.923,87.313,86.508,0.8,3.8,12.952,12.406,13.514,8.571,88.832,32.773,8.952,115.0,260.0,150.0,1.0,134.0,248.0,3.0,4.0,13.0,109.0,261.0,72.0,238.0,87.0,143.0,8.0,36.0,43.0,6.0,20.0,36.0,1.0,0.0,525.0,41.0,125.0,,,,,9.0,43.0,3.0,23.0,40.0,0.0,0.0,78.0,1.019,-152.0,7.0,3.0,0.0,-4.0,4.0,0.0,1.0,-3.0,-2.16,-0.609,-2.519,-0.634,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
Ullstämma västra,2025,6.796,87.5,76.7,2.21,53.75,13.1,0.24,37.5,22.1,527.0,5.385,3.731,7.143,502.7,464.6,541.0,0.344,82.0,12.5,1.0,1.045,96.0,90.512,71.727,79.127,85.878,76.505,106.9,48.5,0.418,1.276,1.462,1.146,1.273,51.044,5.333,0.0,50.385,0.24,258.0,373.4,325.3,425.2,120.296,37.5,4.5,5.0,10.057,3.8,86.923,87.313,86.508,1.3,3.8,13.662,13.011,14.341,9.108,88.832,32.5,8.159,115.0,260.0,152.0,2.0,134.0,248.0,9.0,6.0,14.0,109.0,261.0,66.0,240.0,90.0,143.0,7.0,36.0,47.0,5.0,19.0,37.0,5.0,0.0,527.0,40.0,131.0,,,,,9.0,41.0,2.0,13.0,29.0,10.0,0.0,78.0,1.027,-152.0,10.0,12.0,6.0,8.0,-2.0,0.0,-3.0,6.0,-2.268,-0.366,-2.296,-0.548,1481.0,148.0,Ullstämma,Stadsdel,Yttre staden,5,1,Standard
