Kommun;NYKO6;Totalt;0-1_år;2-3_år;4-5_år;6_år;7-9_år;10-12_år;13-15_år;16-18_år;19-24_år;25-34_år;35-44_år;45-54_år;55-64_år;65-69_år;70-79_år;80+_år;Y_koordinat;X_koordinat
580;111114;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;532778;6475321
580;111114;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;532790;6475329
580;111114;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532748;6475307
580;111113;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;532645;6475254
580;111113;4;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;532582;6475226
580;111113;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;532632;6475248
580;111113;3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;532674;6475269
580;111113;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532661;6475262
580;111113;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;532602;6475234
580;111113;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532617;6475240
580;111112;5;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;532942;6475465
580;111112;4;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;532956;6475472
580;111112;3;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;532931;6475456
580;111112;3;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;533018;6475500
580;111112;3;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;532971;6475480
580;111112;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;533000;6475494
580;111112;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532986;6475487
580;111111;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;532896;6475442
580;111111;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;532884;6475434
580;111111;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;532854;6475421
580;111111;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;532868;6475429
580;111111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;532839;6475414
580;111111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532824;6475406
580;111111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532811;6475399
580;111110;4;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;532675;6475332
580;111110;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;532733;6475362
580;111110;3;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;532719;6475354
580;111110;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;532690;6475340
580;111110;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;532768;6475377
580;111110;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532747;6475368
580;111110;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532705;6475346
580;111109;4;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;532645;6475318
580;111109;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;532573;6475282
580;111109;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532587;6475289
580;111109;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532630;6475310
580;111109;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532559;6475274
580;111109;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;532616;6475302
580;111109;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;532602;6475296
580;111114;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532763;6475313
580;111114;3;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;532735;6475299
580;111114;3;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;532722;6475292
580;111114;6;0;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;532706;6475284
580;111115;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532897;6475381
580;111115;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532835;6475350
580;111115;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532854;6475359
580;111115;4;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;532912;6475388
580;111115;5;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;532883;6475373
580;111115;5;0;0;0;0;1;1;0;0;1;0;2;0;0;0;0;0;532870;6475366
580;111115;6;0;0;0;0;0;0;0;1;2;1;1;1;0;0;0;0;532925;6475396
580;111116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;533000;6475431
580;111116;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;532958;6475410
580;111116;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;533016;6475438
580;111116;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;532972;6475417
580;111116;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;533028;6475449
580;111116;5;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;532987;6475424
580;111117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532622;6475217
580;111117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532636;6475224
580;111117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532651;6475232
580;111117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532666;6475239
580;111117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;532699;6475218
580;111117;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532678;6475246
580;111117;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;532686;6475212
580;111117;3;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;532643;6475190
580;111117;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;532671;6475203
580;111117;4;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;532657;6475196
580;111117;4;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;532615;6475175
580;111117;6;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;532601;6475207
580;111118;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532726;6475269
580;111118;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;532769;6475290
580;111118;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;532775;6475255
580;111118;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;532761;6475248
580;111118;3;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;532755;6475283
580;111118;4;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;532730;6475234
580;111118;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;532811;6475274
580;111118;5;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;532711;6475262
580;111118;5;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;532796;6475303
580;111118;5;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;532739;6475276
580;110100;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;534414;6477915
580;110100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;534238;6478303
580;110100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;534298;6478286
580;111101;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;532571;6475370
580;111101;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;532557;6475362
580;111101;4;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;532615;6475392
580;111101;4;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;532543;6475355
580;111101;4;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;532522;6475347
580;111101;8;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;532600;6475384
580;111102;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532703;6475435
580;111102;4;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;532646;6475406
580;111102;4;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;532689;6475427
580;111102;4;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;532716;6475442
580;111102;4;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;532732;6475449
580;111102;5;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;532674;6475421
580;111102;6;0;0;0;0;1;0;0;1;1;0;2;1;0;0;0;0;532660;6475413
580;111103;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;532852;6475508
580;111103;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532809;6475488
580;111103;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;532824;6475495
580;111103;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;532866;6475517
580;111103;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;532775;6475471
580;111103;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;532837;6475502
580;111103;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;532794;6475480
580;111104;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532896;6475532
580;111104;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;532940;6475554
580;111104;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;532913;6475539
580;111104;3;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;532970;6475568
580;111104;4;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;532955;6475560
580;111104;4;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;532926;6475545
580;111105;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532626;6475332
580;111105;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;532583;6475311
580;111105;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;532540;6475328
580;111105;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;532555;6475299
580;111105;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;532591;6475354
580;111105;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;532597;6475319
580;111105;4;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;532562;6475339
580;111105;4;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;532640;6475340
580;111105;4;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;532611;6475326
580;111105;5;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;532620;6475368
580;111105;5;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;532576;6475347
580;111105;6;0;0;0;0;0;0;0;1;3;0;0;2;0;0;0;0;532604;6475361
580;111106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532699;6475369
580;111106;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;532664;6475390
580;111106;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;532685;6475362
580;111106;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;532651;6475383
580;111106;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;532728;6475385
580;111106;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;532672;6475356
580;111106;3;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;532679;6475397
580;111106;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;532709;6475411
580;111106;4;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;532713;6475376
580;111106;5;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;532736;6475425
580;111106;6;0;1;0;0;0;1;1;0;1;0;2;0;0;0;0;0;532750;6475395
580;111106;9;0;0;0;0;0;1;1;1;3;0;2;0;0;0;1;0;532693;6475406
580;111107;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532806;6475423
580;111107;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;532843;6475479
580;111107;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;532877;6475458
580;111107;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;532813;6475464
580;111107;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;532828;6475472
580;111107;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;532790;6475453
580;111107;3;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;532833;6475436
580;111107;4;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;532870;6475493
580;111107;4;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;532849;6475444
580;111107;4;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;532863;6475451
580;111107;4;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;532891;6475466
580;111107;5;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;532858;6475487
580;111108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532917;6475515
580;111108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532966;6475502
580;111108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;532951;6475495
580;111108;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;532937;6475487
580;111108;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;533002;6475521
580;111108;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;532989;6475550
580;111108;3;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;532902;6475508
580;111108;4;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;532923;6475481
580;111108;4;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;532981;6475510
580;111108;4;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;532932;6475523
580;111108;6;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;532959;6475538
580;111108;6;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;532945;6475531
580;240203;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;523020;6466696
580;240203;3;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;523107;6466707
580;240203;3;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;523135;6466585
580;240203;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;522980;6466681
580;240203;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;523122;6466648
580;240203;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;523111;6466677
580;240203;4;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;523117;6466617
580;240203;4;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;523114;6466570
580;240204;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;523160;6466563
580;240204;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;523066;6466519
580;240204;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;523122;6466540
580;240204;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;523035;6466514
580;240204;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;523172;6466543
580;240204;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;523037;6466486
580;240204;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;523093;6466526
580;240205;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;523080;6466386
580;240205;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;523129;6466461
580;240205;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;523150;6466427
580;240205;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;523208;6466465
580;240205;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;523178;6466449
580;240205;3;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;523231;6466421
580;240205;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;523041;6466426
580;240205;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;523166;6466478
580;240205;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;523251;6466400
580;240205;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;523193;6466493
580;240205;5;0;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;523201;6466414
580;240205;5;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;523224;6466378
580;240205;5;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;523073;6466392
580;241100;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;521624;6469653
580;241100;3;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;521661;6469709
580;241101;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;521826;6470069
580;241101;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;521861;6469995
580;241101;6;1;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;521815;6470005
580;241102;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521982;6469823
580;241102;5;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;522084;6469971
580;241103;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;521468;6469473
580;241103;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;521663;6469534
580;241103;8;0;0;0;0;0;0;0;2;1;1;0;4;0;0;0;0;521710;6469542
580;241105;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;521979;6469742
580;241105;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;522021;6469570
580;241105;3;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;521970;6469695
580;241106;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;521570;6469460
580;240100;5;0;0;1;0;0;0;0;0;0;2;0;0;1;1;0;0;521717;6468736
580;240100;5;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;521804;6469563
580;240100;5;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;523258;6469473
580;240100;5;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;522396;6470848
580;240100;5;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;522375;6468388
580;240100;59;0;0;0;0;0;0;0;1;56;2;0;0;0;0;0;0;521124;6468179
580;240100;6;0;0;0;0;0;1;0;1;2;0;0;0;2;0;0;0;520496;6471489
580;240100;6;0;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0;524642;6466828
580;240100;6;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0;521446;6470698
580;240100;6;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;522108;6469364
580;240100;6;0;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;522030;6470073
580;240100;7;0;0;0;0;0;0;0;0;0;3;0;0;0;1;3;0;521293;6470812
580;240100;7;0;0;0;0;0;2;1;0;1;1;0;2;0;0;0;0;520115;6468229
580;240100;8;0;0;0;0;2;0;0;0;0;0;1;1;0;0;4;0;522704;6468229
580;240100;8;0;1;1;0;1;0;0;0;0;2;1;0;2;0;0;0;522138;6468490
580;240200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;522938;6466690
580;240200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;523058;6467054
580;240200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;522927;6466921
580;240200;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;523122;6466985
580;240200;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;522810;6467260
580;240200;3;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;523025;6466823
580;240200;4;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;522776;6467435
580;240200;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;522803;6467301
580;240200;4;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;522958;6466734
580;240200;4;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;522889;6467209
580;240200;6;0;0;0;0;0;1;0;0;2;1;1;1;0;0;0;0;522945;6467024
580;240201;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;523140;6466768
580;240201;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;523169;6466633
580;240201;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;523262;6466826
580;240201;3;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;523150;6466704
580;240201;4;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;523184;6466602
580;240201;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;523146;6466730
580;240201;4;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;523159;6466665
580;240202;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;523059;6466732
580;240202;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;523057;6466763
580;240202;4;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;523033;6466731
580;240202;5;0;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;523077;6466747
580;240203;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;523030;6466578
580;240203;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;523021;6466640
580;240203;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;523077;6466697
580;240203;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;523032;6466549
580;240203;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;523059;6466548
580;240203;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;523014;6466666
580;241109;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;521609;6469267
580;241109;4;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;521553;6469263
580;241109;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;521521;6469353
580;241109;4;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;521580;6469267
580;241109;5;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;521489;6469344
580;241109;5;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;521608;6469378
580;241110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;521535;6469171
580;241110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;521550;6469197
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;521550;6469232
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;521563;6469172
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;521614;6469238
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;521632;6469207
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;521624;6469175
580;241110;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;521658;6469204
580;241110;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;521640;6469241
580;241110;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;521528;6469200
580;241110;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521605;6469195
580;241110;4;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;521592;6469173
580;241110;4;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;521582;6469234
580;241110;4;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;521575;6469199
580;241110;4;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;521532;6469225
580;241110;4;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;521655;6469176
580;241111;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;521851;6469319
580;241111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;521830;6469258
580;241111;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;521821;6469326
580;241111;3;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;521845;6469288
580;241111;3;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;521782;6469328
580;241111;3;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;521758;6469157
580;241111;4;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;521775;6469227
580;241111;4;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;521807;6469232
580;241111;4;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;521777;6469251
580;241111;5;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;521782;6469284
580;241111;5;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;521770;6469196
580;241112;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;521496;6468950
580;241112;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521504;6469018
580;241112;4;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;521524;6468987
580;241113;5;0;0;0;0;0;0;1;1;1;0;0;2;0;0;0;0;521674;6468997
580;310100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;521401;6464612
580;310100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;521506;6464416
580;310100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;521622;6465255
580;310100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;521629;6460926
580;310100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;522498;6461132
580;241106;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521595;6469467
580;241106;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521621;6469432
580;241106;3;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;521616;6469406
580;241106;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;521542;6469451
580;241106;4;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;521621;6469474
580;241106;4;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;521573;6469418
580;241106;4;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;521542;6469421
580;241106;4;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521511;6469442
580;241107;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;521655;6469484
580;241107;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;521684;6469493
580;241107;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;521656;6469439
580;241107;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;521726;6469407
580;241107;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;521722;6469434
580;241107;3;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;521719;6469461
580;241107;3;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;521667;6469412
580;241107;4;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;521669;6469386
580;241107;4;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;521728;6469379
580;241108;13;0;0;0;0;0;0;0;0;1;0;2;1;5;1;3;0;521812;6469378
580;241108;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;521772;6469378
580;241108;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;521801;6469453
